Policy,Year,Country,Policy_Content,URL,Subject,Document_Type,Keyword,Geographical_area,Entry into force notes,Source
Resolución Nº 659-2008-OS ─ Procedimiento para la Elaboración de los Estudios Tarifarios sobre Aspectos Regulados de la Distribución de Gas Natural.,2008.0,Peru,"La presente Resolución establece el Procedimiento para la elaboración de los estudios tarifarios comprendidos en la regulación de la distribución de gas natural por red de ductos, y define los principios y criterios adoptados por OSINERGMIN en la determinación de los diversos aspectos que se encuentran regulados de la distribución de gas natural por red de ductos.",https://www.ecolex.org/details/legislation/resolucion-no-659-2008-os-procedimiento-para-la-elaboracion-de-los-estudios-tarifarios-sobre-aspectos-regulados-de-la-distribucion-de-gas-natural-lex-faoc127707/?type=legislation&xsubjects=Mineral+resources&page=1984,Energy, Regulation,"Energy conservation/energy production,Natural gas,Subsidy/incentive,Institution,Transport/storage,Contract/agreement,Royalties/fees,Internal trade","Amazonia, Americas, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, South America, South-Eastern Pacific",,ECOLEX_Legislation
Décret exécutif n° 08-389 du 29 Dhou El Kaada 1429 correspondant au 27 novembre 2008 portant création de l’inspection régionale de l’urbanisme et de la construction et fixant ses missions et son fonctionnement.,2008.0,Algeria,"Le présent décret crée une inspection régionale de l’urbanisme et de la construction, un service extérieur du ministère chargé de l’urbanisme, de la construction et de la protection du cadre bâti, chargée de mener, dans les wilayas relevant de sa compétence territoriale, les actions d’inspection et de contrôle en matière d’urbanisme, de construction et de protection du cadre bâti.",https://www.ecolex.org/details/legislation/decret-executif-n-08-389-du-29-dhou-el-kaada-1429-correspondant-au-27-novembre-2008-portant-creation-de-linspection-regionale-de-lurbanisme-et-de-la-construction-et-fixant-ses-missions-et-son-fonctionnement-lex-faoc163330/?type=legislation&xsubjects=Mineral+resources&page=1984,Land & soil, Regulation,"Urban land,Inspection,Institution,Legal proceedings/administrative proceedings","Africa, Mediterranean, NEAR EAST AND NORTH AFRICA, Northern Africa",,ECOLEX_Legislation
"Décret exécutif n° 08-388 du 29 Dhou El Kaada 1429 correspondant au 27 novembre 2008 fixant les missions, l’organisation et le fonctionnement de l’inspection générale de l’urbanisme et de la construction.",2008.0,Algeria,"Le présent décret fixe les missions, l’organisation et le fonctionnement de l’inspection générale de la construction et de l’urbanisme, en application des dispositions de l’article 1er du décret exécutif n° 08-180 du 27 Joumada Ethania 1429 correspondant au 01 juillet 2008 portant organisation de l’administration centrale de l’habitat et de l’urbanisme. L’Inspection générale est chargée de veiller à l’application de la législation et de la réglementation en matière d’urbanisme et de construction et de protection du cadre bâti.",https://www.ecolex.org/details/legislation/decret-executif-n-08-388-du-29-dhou-el-kaada-1429-correspondant-au-27-novembre-2008-fixant-les-missions-lorganisation-et-le-fonctionnement-de-linspection-generale-de-lurbanisme-et-de-la-construction-lex-faoc163329/?type=legislation&xsubjects=Mineral+resources&page=1984,Land & soil, Regulation,"Urban land,Inspection,Institution,Legal proceedings/administrative proceedings","Africa, Mediterranean, NEAR EAST AND NORTH AFRICA, Northern Africa",,ECOLEX_Legislation
Loi concernant la gestion des déchets de l’industrie extractive.,2008.0,Luxembourg,"La présente loi s’applique à la gestion des déchets résultant de la prospection, de l’extraction, du traitement et du stockage de ressources minérales. Le texte comprend 23 articles comme suit: Champ d’application (1er); Définitions (2); Annexes (3); Exigences générales (4); Plan de gestion des déchets (5); Prévention des accidents majeurs et informations (6); Demande de délivrance des autorisations (7); Systèmes de classification des installations de gestion de déchets (8); Trous d’excavation (9); Construction et gestion des installations de gestion de déchets (10); Procédures de fermeture et de suivi après fermeture applicables aux installations de gestion de déchets (11); Prévention de la détérioration de la qualité de l’eau et de la pollution de l’air et du sol (12); Garantie financière (13); Effets transfrontaliers (14); Inspection (15); Accès é l’information (16); Inventaire des installations fermées (17); Constatation et recherche des infractions (18); Pouvoir de contrôle (20); Droit d’agir en justice des associations écologiques agréées (21); Sanctions pénales (22); Dispositions transitoires (23). Trois annexes sont jointes.",https://www.ecolex.org/details/legislation/loi-concernant-la-gestion-des-dechets-de-lindustrie-extractive-lex-faoc084004/?type=legislation&xsubjects=Mineral+resources&page=1984,"Environment gen., Waste & hazardous substances", Legislation,"Pollution control,Soil conservation/soil improvement,Air quality/air pollution,Waste disposal,Waste management,Waste non-domestic sources,Waste prevention,Inspection,Access-to-information,Classification/declassification,Offences/penalties","Benelux, Europe, EUROPE AND CENTRAL ASIA, European Union Countries, North-East Atlantic, Western Europe",,ECOLEX_Legislation
Règlement grand-ducal modifiant des règlements concernant des établissements classés.,2008.0,Luxembourg,Le présent règlement grand-ducal modifie les règlements suivants: a) le préambule du règlement grand-ducal du 16 juillet 1999 portant nomenclature et classification des établissements classés; b) les annexes I et II du règlement grand-ducal  du 7 mars 2003 concernant l’évaluation des incidences de certains projets publics et privés sur l’environnement; et c) l’annexe I du règlement grand-ducal du 14 septembre 2000 concernant les études des risques et les rapports de sécurité.,https://www.ecolex.org/details/legislation/reglement-grand-ducal-modifiant-des-reglements-concernant-des-etablissements-classes-lex-faoc084006/?type=legislation&xsubjects=Mineral+resources&page=1984,Environment gen., Regulation,"Pollution control,EIA,Classification/declassification,Research","Benelux, Europe, EUROPE AND CENTRAL ASIA, European Union Countries, North-East Atlantic, Western Europe",,ECOLEX_Legislation
"Acuerdo Nº 128 - Modifica el Acuerdo Nº 40, Listado de Sustancias Reguladas.",2008.0,El Salvador,"El presente Acuerdo modifica el que emite el Listado de Sustancias Reguladas, en el sentido de que se han determinado aspectos técnicos que necesitan incorporarse y modificarse y que estaban incluidos en las distintas actividades obras o proyecto expresadas en el Listado.",https://www.ecolex.org/details/legislation/acuerdo-no-128-modifica-el-acuerdo-no-40-listado-de-sustancias-reguladas-lex-faoc085338/?type=legislation&xsubjects=Mineral+resources&page=1984,Environment gen., Regulation,"Pollution control,Hazardous substances,Hazardous waste,Classification/declassification,Transport/storage,Environmental audit,EIA,Authorization/permit,Pesticides","Americas, Central America, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, North-East Pacific",,ECOLEX_Legislation
Action Programme for Nitrate Vulnerable Zones (Scotland) Amendment Regulations 2008 (S.S.I. No. 394 of 2008).,2008.0,United Kingdom,These Regulations amend the Action Programme for Nitrate Vulnerable Zones (Scotland) Regulations 2008 to correct minor errors in regulation 9 so that that regulation applies to the storage of livestock manure other than slurry.,https://www.ecolex.org/details/legislation/action-programme-for-nitrate-vulnerable-zones-scotland-amendment-regulations-2008-ssi-no-394-of-2008-lex-faoc085530/?type=legislation&xsubjects=Mineral+resources&page=1984,"Land & soil, Water", Regulation,"Farming,Soil pollution/quality,Fertilizers/nutrients,Pollution control,Offences/penalties,Freshwater quality/freshwater pollution","Atlantic Ocean Islands, Europe, EUROPE AND CENTRAL ASIA, European Union Countries, North Atlantic, North Sea, North-East Atlantic, Northern Europe",,ECOLEX_Legislation
Planning Act 2008 (Cap. 29).,2008.0,United Kingdom,"This Act creates a new system of development permitting for nationally significant infrastructure projects. The new system covers certain types of energy, transport, water, waste water and waste projects. The Act establishes the Infrastructure Planning Commission, which will be responsible for examining applications for development consent for nationally significant infrastructure projects. The Commission may also confer upon developers certain rights for the purpose of facilitating a project. These rights may include the compulsory acquisition of land where there is a compelling case in the public interest. National policy statements will set the framework for decisions by the Commission.",https://www.ecolex.org/details/legislation/planning-act-2008-cap-29-lex-faoc089714/?type=legislation&xsubjects=Mineral+resources&page=1984,"Land & soil, Water, Waste & hazardous substances", Legislation,"Land-use planning,Environmental planning,Institution,EIA,Expropriation,Basic legislation,Waste management,Waterworks,Effluent waste water/discharge,Pollution control,Freshwater quality/freshwater pollution","Atlantic Ocean Islands, Europe, EUROPE AND CENTRAL ASIA, European Union Countries, North Atlantic, North Sea, North-East Atlantic, Northern Europe",,ECOLEX_Legislation
Decreto Nº 96 - Reglamento de los Recursos destinados a la Investigación del Bosque Nativo.,2008.0,Chile,"El presente Decreto tiene por objeto la reglamentación de la Ley Nº 20.283 en lo que se refiere a la utilización de los recursos destinados a la investigación del bosque nativo. En particular, dichos fondos están destinados a incentivar la investigación científica y tecnológica relacionada con el bosque nativo y la protección de su biodiversidad; la creación y establecimiento de programas de capacitación, educación y transferencia tecnológica en áreas rurales; la evaluación de los efectos de las intervenciones en el bosque nativo de acuerdo a la Ley Nº 20.283.",https://www.ecolex.org/details/legislation/decreto-no-96-reglamento-de-los-recursos-destinados-a-la-investigacion-del-bosque-nativo-lex-faoc090364/?type=legislation&xsubjects=Mineral+resources&page=1984,Forestry, Regulation,"Forest management/forest conservation,Afforestation/reforestation,Special fund,Biodiversity","Americas, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, South America, South Atlantic, South-Eastern Pacific",,ECOLEX_Legislation
Decreto Nº 93 - Reglamento General de la Ley sobre Recuperación del Bosque Nativo y Fomento Forestal.,2008.0,Chile,"Las presentes disposiciones tienen por objeto la reglamentación de la Ley Nº 20.283, la cual introdujo el marco normativo en tema de recuperación del bosque nativo y fomento forestal. El reglamento establece disposicones detalladas sobre los planes de manejo y de trabajo, las autorizaciones simples de corta, el registro público de planes de manejo y planes de trabajo aprobados. Asimismo, regula las actividades excepcionales de intervención de las especies clasificadas en categorías de conservación, o alteración de su hábitat.",https://www.ecolex.org/details/legislation/decreto-no-93-reglamento-general-de-la-ley-sobre-recuperacion-del-bosque-nativo-y-fomento-forestal-lex-faoc090366/?type=legislation&xsubjects=Mineral+resources&page=1984,Forestry, Regulation,"Forest management/forest conservation,Afforestation/reforestation,Policy/planning","Americas, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, South America, South Atlantic, South-Eastern Pacific",,ECOLEX_Legislation
"Decreto Nº 95 - Reglamento del Fondo de Conservación, Recuperación y Manejo Sustentable del Bosque Nativo.",2008.0,Chile,"El presente Decreto tiene por objeto la reglamentación de la Ley Nº 20.283 en lo que se refiere al funcionamiento del Fondo de Conservación, Recuperación y Manejo Sustentable del Bosque Nativo. El reglamento especifica cuáles son las actividades bonificables y regula con detalle la asignación de los recursos del Fondo.",https://www.ecolex.org/details/legislation/decreto-no-95-reglamento-del-fondo-de-conservacion-recuperacion-y-manejo-sustentable-del-bosque-nativo-lex-faoc090365/?type=legislation&xsubjects=Mineral+resources&page=1984,Forestry, Regulation,"Forest management/forest conservation,Afforestation/reforestation,Special fund,Indigenous peoples","Americas, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, South America, South Atlantic, South-Eastern Pacific",,ECOLEX_Legislation
