Policy,Year,Country,Policy_Content,URL,Subject,Document_Type,Keyword,Geographical_area,Entry into force notes,Source
Law on the solidarity fund for renovation (Republic of Srpska).,2014.0,Bosnia and Herzegovina,"This Law regulates the establishment, status, activity and organization of Solidarity Fund for the reconstruction of Republic of Srpska (part of the Federation of Bosnia and Herzegovina).",https://www.ecolex.org/details/legislation/law-on-the-solidarity-fund-for-renovation-republic-of-srpska-lex-faoc169587/?type=legislation&xsubjects=Mineral+resources&page=1092,"Environment gen., Water", Legislation,"Resource/damage valuation,Disasters,Flood,Policy/planning","Europe, EUROPE AND CENTRAL ASIA, Mediterranean, Southern Europe",This Law enters into force eight days after its publication in the Official Gazette (valid until 31 December 2021).,ECOLEX_Legislation
Strategic Plan of the Indonesian Ministry of Agriculture 2015-2019.,2014.0,Indonesia,"The new Strategic Plan for 2015-2019 is part of the National Medium-Term Development Plan of 2005-2025. The implementation of the Strategic Plan is supported by the Regulation of Agricultural Minister accordingly. It establishes the legal basis for: 1) designing strategic plans for working units within the MoA; 2) elaborating agricultural development plans at local, provincial and municipality levels; 3) coordinating activity plans among sectors and/or central and local institutions; and 4) managing the programme of activities within the MoA. To ensure that all households can obtain sufficient quantities of food and quality on an ongoing basis, it is a big challenge, as there are still some people who are unable to access adequate food, the main cause being poverty. In the framework of implementing food security affairs as a mandatory affair in the regions, the Ministry of Agriculture has issued a Minister of Agriculture Regulation on Minimum Service Standards (SPM) of Food Security Sector. Nevertheless, in the operation of SPM, the Food Security Sector has not been able to function optimally in supporting the objectives and targets of agricultural development, since the formulation of the indicators outlined is an outcome which requires technical guidance to local authorities to understand the concepts and definitions.",https://www.ecolex.org/details/legislation/strategic-plan-of-the-indonesian-ministry-of-agriculture-2015-2019-lex-faoc169456/?type=legislation&xsubjects=Mineral+resources&page=1092,"Agricultural & rural development, Livestock, Food & nutrition", ,"Agricultural development,Food security,Business/industry/corporations,Capacity building,Equipment,Extension,Financial agricultural measures,Fiscal and market measures,Governance,Sustainable use,Bioenergy,Poverty,Renewable energy,Nutrition,Animal production,Policy/planning","Asia, ASIA AND THE PACIFIC, East Asian Seas, Indian Ocean, South-Eastern Asia",2015-2019,ECOLEX_Legislation
"Política Nacional de Fomento, Diversificación y Transformación Productiva de El Salvador.",2014.0,El Salvador,"El presente documento contiene la Política Nacional de Fomento, Diversificación y Transformación Productiva de El Salvador, un instrumento cuyo objetivo general  es fortalecer los sectores productivos con ventajas comparativas reveladas (VCR) identificados durante las consultas sectoriales para su adecuada inserción en el mercado internacional y el potencial para expandir la base productiva nacional. Uno de los sectores contemplados es el de la agroindustria. El documento se estructura en torno a los siguientes Ejes: 1) Fomento productivo nacional; 2) Diversificación Productiva; 3) Transformación Productiva. Uno de los principios rectores de la política es el de sostenibilidad, incorporado de forma transversal en las múltiples dimensiones del desarrollo, y particularmente en las que se refieren a las áreas económica, financiera, social, política, institucional y tecnológica.",https://www.ecolex.org/details/legislation/politica-nacional-de-fomento-diversificacion-y-transformacion-productiva-de-el-salvador-lex-faoc169457/?type=legislation&xsubjects=Mineral+resources&page=1092,"Agricultural & rural development, Energy", ,"Agricultural development,Fiscal and market measures,Governance,Sustainable development,Public participation,Ecofriendly products/ecofriendly processes,Energy conservation/energy production","Americas, Central America, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, North-East Pacific",,ECOLEX_Legislation
National Aquaculture Development Strategy and Action Plan of Bangladesh 2013–2020.,2014.0,Bangladesh,"This National Aquaculture Development Strategy and Action Plan for the period 2013–2020 concerns sustainable development of the aquaculture sector in Bangladesh and its sixteen outputs under four objectives are also concerned with related issues such as welfare of the resource-poor people, poverty reduction, sustainable development of rural communities, food security, livelihood security, employment and better nutrition. The Plan was developed on the basis of existing national development plans by the government and  stakeholders of the aquaculture sector with the assistance of FAO. It was endorsed by the National Working Committee for the Sustainable Development of Aquaculture Industry in 2013 and approved by the Ministry of Fisheries and Livestock in 2014. The Plan takes into account the close interaction between aquaculture and many other economic sectors, which includes competition for land, water and other resources but also integration with other uses such as crop and livestock farming and agroforestry. The stated vision for aquaculture development is: ""Aquaculture shall contribute to the societal objectives of equitable development and ecological sustainability, a healthy and productive society, and social and ecological resilience.",https://www.ecolex.org/details/legislation/national-aquaculture-development-strategy-and-action-plan-of-bangladesh-20132020-lex-faoc169471/?type=legislation&xsubjects=Mineral+resources&page=1092,"Agricultural & rural development, Environment gen., Food & nutrition, Fisheries, Sea, Water, Wild species & ecosystems", ,"Agricultural development,Fiscal and market measures,Poverty,Rural employment,Gender,Ecosystem preservation,Integrated management,Policy/planning,Aquaculture,Mariculture,Animal feed/feedstuffs,Fish products,Food quality control/food safety,Food security,Nutrition,Coastal zone management,Sustainable use,Biodiversity,Alien species,Genetic resources","Asia, ASIA AND THE PACIFIC, Indian Ocean, Least Developed Countries, South Asian Seas, Southern Asia",,ECOLEX_Legislation
Joint National Action Plan for Climate Change Adaptation and Disaster Risk Management 2014–2018.,2014.0,Marshall Islands,"This Joint National Action Plan (JNAP) for Climate Change Adaptation and Disaster Risk Management provides a detailed strategy for holistically and co-operatively addressing risk in the Republic of the Marshall Islands (RMI). The JNAP is the result of extensive national consultations with relevant stakeholders and is built upon the strong foundations of the RMI’s Disaster Risk Management National Action Plan (DRM NAP). The incorporation of actions to address the crucial issue of climate change, which is likely to severely and negatively impact upon livelihoods in the RMI, provides an updated action plan which does not differentiate between the source of risk, whether it be climate driven or otherwise. The RMI has been able to effectively plan for mainstreaming risk reduction across all sectors via activities detailed in this JNAP.",https://www.ecolex.org/details/legislation/joint-national-action-plan-for-climate-change-adaptation-and-disaster-risk-management-20142018-lex-faoc170016/?type=legislation&xsubjects=Mineral+resources&page=1092,Environment gen., ,"Disasters,Risk assessment/management,Governance,Early warning system/emergency intervention system,Flood,Financing,Climate change,Hazardous substances,Enforcement/compliance,Education","Micronesia, Oceania, South Pacific",,ECOLEX_Legislation
Health Vision 2050.,2014.0,Oman,"The present document describes the Vision for a health system development over the coming 40 years. It provides a review of the current health system in Oman as the basis for the development of a long-term health vision for 2050. The aim of Health Vision 2050 is for the Omani people to live healthy and productive lives, through the establishment of a well- organized, equitable, efficient and responsive health system, grounded by societal values of equity and social justice.",https://www.ecolex.org/details/legislation/health-vision-2050-lex-faoc169441/?type=legislation&xsubjects=Mineral+resources&page=1092,"Agricultural & rural development, Energy, Environment gen., Water", ,"Agricultural development,Public health,Local government,Energy conservation/energy production,Pollution control,Governance,Equity,Education,Financing,Rainwater,Right to water,Groundwater,Saltwater intrusion/siltation,Surface water,Water supply,Water shortage/drought,Well sinking/boreholes,Water abstraction,Water quality standards,Water rights,Human rights","Indian Ocean, Middle East, NEAR EAST AND NORTH AFRICA, Western Asia",,ECOLEX_Legislation
National Employment Policy of Barbados.,2014.0,Barbados,"The Ministry of Labour, Social Security and Human Resource Development defines its Missions as follows: To assist the Government and its Social Partners in promoting opportunities for the provision of decent and productive work, in conditions of freedom of association, equity, security and human dignity and to provide quality social and economic benefits for Barbadians.",https://www.ecolex.org/details/legislation/national-employment-policy-of-barbados-lex-faoc169442/?type=legislation&xsubjects=Mineral+resources&page=1092,"Agricultural & rural development, Environment gen.", ,"Rural employment,Business/industry/corporations,Agricultural development,Public health,Equity,Rural youth,Poverty,Governance,Gender,Access-to-information,Data collection/reporting,Tourism","Americas, Caribbean, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, North Atlantic, Small Island Developing States",,ECOLEX_Legislation
National Employment Policy.,2014.0,Ghana,"The goal of the present National Employment Policy (NEP) is to create gainful and decent employment opportunities for the growing labour force to improve their living conditions and contribute to economic growth and national development within the framework of equity, fairness, security and dignity.",https://www.ecolex.org/details/legislation/national-employment-policy-lex-faoc169448/?type=legislation&xsubjects=Mineral+resources&page=1092,Agricultural & rural development, ,"Equity,Monitoring,Rural employment,Rural youth,Smallholders/peasants,Family farming,Cooperative/producer organization,Financial agricultural measures,Governance,Data collection/reporting,Extension,Capacity building","Africa, North Atlantic, Western Africa",,ECOLEX_Legislation
Agricultural Development Master Strategy (SIPP) 2015-2045.,2014.0,Indonesia,"The Agricultural Development Strategy (SIPP) 2015-2045 aims at structuring the agricultural sector given its strategic role in supporting the national economy, especially for the creation of food security, as a contributor to GDP, employment and poverty reduction, providers of food, feed, fiber, energy and industrial raw materials, exports, sources of public income, etc. The agricultural sector is also a major sector of the regional economy and inherently strengthens the food security system, energy security, economic resilience, culture and local institutions, and plays an important role in the conservation of the environment. Agricultural development has ten functions: 1. Development of human resources; 2. Food security; 3. Strengthening family resilience; 4. Potential energy security (bioenergy development); 5. Poverty alleviation and equitable development; 6. Services of the natural environment; 7. Potential for the development of bioindustry; 8. Creation of a climate conducive to development; 9. Strengthening economic resilience; and 10. Quality growth sources.",https://www.ecolex.org/details/legislation/agricultural-development-master-strategy-sipp-2015-2045-lex-faoc169439/?type=legislation&xsubjects=Mineral+resources&page=1092,"Agricultural & rural development, Livestock, Food & nutrition, Fisheries, Water", ,"Agricultural development,Food security,Business/industry/corporations,Capacity building,Equipment,Extension,Financial agricultural measures,Fiscal and market measures,Governance,Non-governmental entity,Public participation,Public private partnership (PPP),Smallholders/peasants,Sustainable use,Bioenergy,Poverty,Renewable energy,Fish products,Policy/planning,Nutrition,Animal production,Sustainable development","Asia, ASIA AND THE PACIFIC, East Asian Seas, Indian Ocean, South-Eastern Asia",2015 - 2045,ECOLEX_Legislation
Política Nacional de Emprendimiento 2014.,2014.0,El Salvador,"La Política Nacional de Emprendimiento es un documento orientado hacia la creación de nuevas empresas con cultura emprendedora innovadora, de potencial de crecimiento rápido y que generen valor agregado a la economía, a partir de procesos de innovación y desarrollo tecnológico, dando respuesta a las necesidades del mercado, de los sectores productivos y de las dinámicas económicas de la región. El objetivo general es elevar la capacidad de respuesta y fortalecimiento institucional público, privada y la academia en el ecosistema de emprendimiento del país, fortaleciendo la cadena de servicios de financiamiento de emprendimientos, con novedosos instrumentos que tengan un enfoque de equidad de género y prioricen en los emprendimientos dinámicos con potencial de crecimiento y en la creación de una cultura de emprendimiento innovadora.",https://www.ecolex.org/details/legislation/politica-nacional-de-emprendimiento-2014-lex-faoc169865/?type=legislation&xsubjects=Mineral+resources&page=1092,"Agricultural & rural development, Food & nutrition", ,"Business/industry/corporations,Financial agricultural measures,Capacity building,Non-governmental entity,Climate change,Sustainable development","Americas, Central America, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, North-East Pacific",,ECOLEX_Legislation
"Décret n° 198/2014 PM fixant les attributions du Ministre du Commerce, de l’Industrie et du Tourisme et l’organisation de l’administration centrale de son Département.",2014.0,Mauritania,"Le présent décret définit les attributions du Ministre du Commerce, de l’Industrie et du Tourisme et l’organisation de l’administration centrale de son Département, en application des dispositions du décret n° 075-93 du 6 juin 1993 fixant les conditions d’organisation des administrations centrales et définissant les modalités de gestion et de suivi des structures administratives. Sa mission générale consiste à l’élaboration, la mise en œuvre et le suivi de la politique du gouvernement pour les secteurs du commerce, de l’industrie, de la normalisation et de la promotion de la qualité, des assurances et du tourisme.",https://www.ecolex.org/details/legislation/decret-n-1982014-pm-fixant-les-attributions-du-ministre-du-commerce-de-lindustrie-et-du-tourisme-et-lorganisation-de-ladministration-centrale-de-son-departement-lex-faoc170387/?type=legislation&xsubjects=Mineral+resources&page=1092,Agricultural & rural development, Regulation,"Business/industry/corporations,Registration,Standards,Institution","Africa, Least Developed Countries, NEAR EAST AND NORTH AFRICA, North Atlantic, Sahel, Western Africa",,ECOLEX_Legislation
Plan Nacional para el Desarrollo de la Acuicultura Sostenible en Colombia – PlaNDAS.,2014.0,Colombia,"El Plan Nacional para el Desarrollo de la Acuicultura Sostenible en Colombia (PlaNDAS) es un instrumento sectorial de alcance nacional cuyo objetivo general es promover el desarrollo de la acuicultura Colombiana, con la participación concurrente de la sociedad y el gobierno, en un marco de sostenibilidad ambiental y equidad social, aprovechando los recursos naturales racionalmente a través de políticas que promuevan la expansión del subsector para incrementar la producción y el consumo, potenciar las exportaciones y mejorar la calidad de vida de todos los sectores de la sociedad colombiana. Entre los principios rectores del documento, cabe destacar el principio de sostenibilidad y protección de la biodiversidad, y el de inclusión y participación social. En cuanto a la cobertura temporal, si bien la visión del PlaNDAS fija un horizonte temporal de diez años, el instrumento deberá revisarse cada dos años contados a partir de su promulgación, para ajustar sus estrategias y prioridades a las circunstancias del corto plazo en lo ambiental, lo económico y lo social.",https://www.ecolex.org/details/legislation/plan-nacional-para-el-desarrollo-de-la-acuicultura-sostenible-en-colombia-plandas-lex-faoc172999/?type=legislation&xsubjects=Mineral+resources&page=1092,"Agricultural & rural development, Food & nutrition, Fisheries", ,"Agricultural development,Smallholders/peasants,Poverty,Public participation,Aquaculture,Biodiversity,Biosecurity,Capacity building,Sustainable development,Sustainable use,Food security,Fish products,Food quality control/food safety","Amazonia, Americas, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, North-East Pacific, South America, South-Eastern Pacific",2014-2023.,ECOLEX_Legislation
National Contingency Plan for Floods and Landslides,2014.0,Rwanda,"The National Contingency Plan for Floods and Landslides is a national sectoral plan of Rwanda. Its overall objective is to support the timely, consistent and coordinated response to anticipated floods and landslides thus effectively minimizing the impact of the floods and landslides on human population, livelihoods, lifelines, properties and the environment. According to the document, although the emphasis of the Plan is on floods and landslides, the Plan has an in-built flexibility that allows it to embrace other hazards such as drought, heavy winds and lightning should they occur anywhere in the country in association with heavy rains.",https://www.ecolex.org/details/legislation/national-contingency-plan-for-floods-and-landslides-lex-faoc174010/?type=legislation&xsubjects=Mineral+resources&page=1092,"Environment gen., Food & nutrition, Water", ,"Flood,Disasters,Water shortage/drought,Capacity building,Public health,Disinfection/disinfestation,Policy/planning,Early warning system/emergency intervention system,Food security,Cereals/grains/rice,Risk assessment/management","Africa, AFRICA FAO, Eastern Africa, Landlocked Developing Countries, Least Developed Countries",,ECOLEX_Legislation
Punjab Disaster Response Plan 2014.,2014.0,Pakistan,"The purpose of this plan is to clarify the roles and responsibilities of different stakeholders, and to introduce coordination mechanisms for immediate response and fast track rehabilitation. This plan integrates the standard operating procedures (SOPs) of various Provincial Government Departments and District Governments and civil society and proposes a consistent approach for reporting damages, needs and relief assessment. The Guidelines and Standards set by NMDA have been incorporated and mainstreamed at all stages.",https://www.ecolex.org/details/legislation/punjab-disaster-response-plan-2014-lex-faoc172982/?type=legislation&xsubjects=Mineral+resources&page=1092,"Environment gen., Water", ,"Disasters,Risk assessment/management,Early warning system/emergency intervention system,Financing,Monitoring,Local government,Erosion,Flood","Asia, ASIA AND THE PACIFIC, Indian Ocean, South Asian Seas, Southern Asia",,ECOLEX_Legislation
Agriculture Sector Policy and Strategy - Balochistan.,2014.0,Pakistan,"The primary objective of agriculture policy in Balochistan is to raise incomes and employment of  the rural people, while at the same time halting, and eventually reversing, the rapid resource  degradation taking place. There is also a need to improve the participation of women and other  vulnerable groups in economic and social life and to ensure the food security of the population. Support services are geared towards reaching male farmers, but experience of various projects has  demonstrated the dynamism and entrepreneurship of women in Balochistan. The use of known and proven  techniques to enhance women's participation such as Women Open Schools, Junior Open Schools, and  formation of a women's wing in farmers' organizations, need to be expanded. Given high levels of malnutrition and in particular child stunting, a major national level effort is needed to address some of the underlying factors. MNFSR action should focus on targeted food distribution scheme for the poorest and at-risk sections of the population; a livelihood enhancement programmes of the vulnerable populations in selected food insecurity and malnutrition hotspots, including areas where livelihoods were affected by recent emergencies or disasters; community management of acute malnutrition (CMAM) programme in selected areas to address severe and moderate acute malnutrition; education and awareness building on methods of food preparation, storage and consumption that play a major role in the nutrition, health and well being of the population.",https://www.ecolex.org/details/legislation/agriculture-sector-policy-and-strategy-balochistan-lex-faoc173418/?type=legislation&xsubjects=Mineral+resources&page=1092,"Agricultural & rural development, Environment gen., Food & nutrition, Fisheries, Water", ,"Agricultural development,Farming,Policy/planning,Mountain area,Poverty,Zoning,Gender,Irrigation,Agricultural land,Water shortage/drought,Disasters,Climate change,Community management,Traditional rights/customary rights,Coastal zone management,Environmental planning,Fish products,Fishery management and conservation,Fishing area,Food security,Nutrition,Sustainable use","Asia, ASIA AND THE PACIFIC, Indian Ocean, South Asian Seas, Southern Asia",,ECOLEX_Legislation
