Policy,Year,Country,Policy_Content,URL,Subject,Document_Type,Keyword,Geographical_area,Entry into force notes,Source
Regional Law No. 6-ZS amending Regional Law No. 87-ZS “On regulation of some forest relations”.,2016.0,Russian Federation,Article 1.1 shall be amended to add the following wording: “Citizens shall perform timber extraction in accordance with purchase and sale contracts of forest species”.,https://www.ecolex.org/details/legislation/regional-law-no-6-zs-amending-regional-law-no-87-zs-on-regulation-of-some-forest-relations-lex-faoc152789/?type=legislation&xsubjects=Mineral+resources&page=708,Forestry, Legislation,"Public forest,Forest management/forest conservation,Forest species,Timber extraction/logging,Contract/agreement","Arctic, ASIA AND THE PACIFIC, Black Sea, Caspian Sea, CIS (Commonwealth of Independent States), Eastern Europe, Europe, EUROPE AND CENTRAL ASIA, North Pacific, North-West Pacific",This Regional Law enters into force ten days after the date of its official publication.,ECOLEX_Legislation
Regional Law No. 327-Z amending Regional Law No. 486-Z “On regulation of forest relations”.,2016.0,Russian Federation,"Article 3 shall be amended to add the following wording: “Regional executive bodies shall be responsible for transfer of forest plots, pertaining to forest fund (public forest stock) on condition of open-ended management, lease, free use, and also for conclusion of purchase and sale contracts of forest species, stopping open-ended forest management, conclusion of contracts for servitude, and decision-making on allotment of plots of forest fund”.",https://www.ecolex.org/details/legislation/regional-law-no-327-z-amending-regional-law-no-486-z-on-regulation-of-forest-relations-lex-faoc152797/?type=legislation&xsubjects=Mineral+resources&page=708,Forestry, Legislation,"Forest management/forest conservation,Public forest,Forest species,Contract/agreement","Arctic, ASIA AND THE PACIFIC, Black Sea, Caspian Sea, CIS (Commonwealth of Independent States), Eastern Europe, Europe, EUROPE AND CENTRAL ASIA, North Pacific, North-West Pacific",This Regional Law enters into force ten days after the date of its official publication.,ECOLEX_Legislation
Regional Law No. 3-ZS amending Regional Law No. 137-ZS “On subsoil management”.,2016.0,Russian Federation,Article 6 shall be amended to add the following wording: “Regional executive bodies in the sphere of subsoil management shall be responsible for keeping database on geological information related to public subsoil on the regional territory”.,https://www.ecolex.org/details/legislation/regional-law-no-3-zs-amending-regional-law-no-137-zs-on-subsoil-management-lex-faoc152791/?type=legislation&xsubjects=Mineral+resources&page=709,Mineral resources, Legislation,"Access-to-information,Data collection/reporting","Arctic, ASIA AND THE PACIFIC, Black Sea, Caspian Sea, CIS (Commonwealth of Independent States), Eastern Europe, Europe, EUROPE AND CENTRAL ASIA, North Pacific, North-West Pacific",This Regional Law enters into force on the date of its official publication.,ECOLEX_Legislation
"Decree on the recognition, control, suspension and revocation of producers’ organizations pursuant to article 152 of Regulation (EU) 1308/2013.",2016.0,Italy,"Pursuant to Regulation (EU) No. 1308/2013, this Decree lays down national rules concerning the recognition of producers’ organizations as well as the control, suspension and revocation of such recognition. These provisions regard organizations engaged in the production of the agricultural products listed under article 1, paragraph 2 of Regulation (EU) No. 1308/2013, except for olive oil, fruit and vegetable products.",https://www.ecolex.org/details/legislation/decree-on-the-recognition-control-suspension-and-revocation-of-producers-organizations-pursuant-to-article-152-of-regulation-eu-13082013-lex-faoc154815/?type=legislation&xsubjects=Mineral+resources&page=709,Agricultural & rural development, Regulation,Cooperative/producer organization,"Alps, Europe, EUROPE AND CENTRAL ASIA, European Union Countries, Mediterranean, Southern Europe",,ECOLEX_Legislation
Presidential Decree No. 30/16 approving the Strategic Plan for the Prevention and Reduction of Disaster Risk within the framework of the National Development Plan 2013-2017.,2016.0,Angola,"This Presidential Decree approves the Strategic Plan for the Prevention and Reduction of Disaster Risk Management for the period 2013-2017. This Strategic Plan, consisting of 6 Sections (including maps and tables), establishes the disaster risks management requirements and the steps to be taken if a natural emergency is ocurring within the National territory, such as: droughts, floods, fires, etc. This Strategic Plan aims to contribute to the country's sustainable development process by reducing land vulnerability and focusing on the impact of disasters on vulnerable areas of higher incidence of poverty and environmental degradation, through meeting the Millennium Development Goals (MDGs), in compliance with the Basic Law of Civil Protection, approved by Law No. 28/03 of 7 November on the prevention and reduction of natural disasters.",https://www.ecolex.org/details/legislation/presidential-decree-no-3016-approving-the-strategic-plan-for-the-prevention-and-reduction-of-disaster-risk-within-the-framework-of-the-national-development-plan-2013-2017-lex-faoc154234/?type=legislation&xsubjects=Mineral+resources&page=709,"Environment gen., Water", ,"Disasters,Protection of habitats,Legal proceedings/administrative proceedings,Climate change,Risk assessment/management,Policy/planning,Water shortage/drought,Flood","Africa, AFRICA FAO, Central Africa, Least Developed Countries, South Atlantic",This Presidential Decree enters into force on the day of its publication.,ECOLEX_Legislation
"Loi organique n° 2015-056 du 03 février 2016 portant création de la ""chaine spéciale de lutte contre le trafic de bois de rose et/ou de bois d’ébène"" et répression des infractions relatives aux bois de rose et/ou bois d’ébène.",2016.0,Madagascar,"La présente loi contient cent quatre (104) articles répartis en sept (07) Titres, notamment Des dispositions générales (Titre I); De la composition de la Chaîne spéciale (Titre II); Des infractions et des peines (Titre III); De la saisie, de la confiscation, du transport et de la gestion des stocks (Titre IV); Des mesures de protection (Titre V); De la coopération internationale (Titre VI);Des dispositions transitoires et finales (Titre VII). La présente loi crée une Unité spéciale dénommée ""Chaîne Spéciale de Lutte contre le trafic de bois de rose et/ou de bois d’ébène"" et fixe sa composition, ses attributions et la procédure applicable devant cette chaîne. Par ailleurs, elle prévoit la répression des infractions relatives aux bois de rose et/ou aux bois d’ébène, et garantit la gestion de stocks de bois de rose et/ou de bois d’ébène saisis ou confisqués.",https://www.ecolex.org/details/legislation/loi-organique-n-2015-056-du-03-fevrier-2016-portant-creation-de-la-chaine-speciale-de-lutte-contre-le-trafic-de-bois-de-rose-etou-de-bois-debene-et-repression-des-infractions-relatives-aux-bois-de-rose-etou-bois-debene-lex-faoc157159/?type=legislation&xsubjects=Mineral+resources&page=709,"Forestry, Wild species & ecosystems", Legislation,"International trade,Timber,Timber extraction/logging,Protection of species,Forest species,Offences/penalties,Forest management/forest conservation,Institution,Use restrictions,International agreement-implementation,Court/tribunal,Legal proceedings/administrative proceedings,Enforcement/compliance","Africa, AFRICA FAO, Eastern Africa, Indian Ocean, Least Developed Countries",,ECOLEX_Legislation
Regional Law No. 1-RZ “On mountain areas”.,2016.0,Russian Federation,"The scope of this Regional Law shall be lay down socio-economic and legal grounds for sustainable development of mountain areas, conservation and rational management of natural resources thereof. The main purposes of implementation of state policy in the sphere development of mountain areas shall be: (a) sustainable socio/economic development; (b) conservation and reproduction of natural and tourist resources of mountain areas; (c) promotion of tourism and recreational activities; (d) prevention of natural disasters and mitigation of the consequences thereof; and (e) conservation and restoration of the objects of cultural heritage.",https://www.ecolex.org/details/legislation/regional-law-no-1-rz-on-mountain-areas-lex-faoc156882/?type=legislation&xsubjects=Mineral+resources&page=709,Environment gen., Legislation,"Mountain area,Sustainable development,Tourism,Disasters,Cultural heritage","Arctic, ASIA AND THE PACIFIC, Black Sea, Caspian Sea, CIS (Commonwealth of Independent States), Eastern Europe, Europe, EUROPE AND CENTRAL ASIA, North Pacific, North-West Pacific",This Regional Law enters into force on the date of its official publication.,ECOLEX_Legislation
"Resolución Nº 033-2016-EF ─ Reglamento Operativo del Programa de Garantías en favor de las Micro, Pequeña y Mediana Empresa (MIPYME) - PROMIPYME.",2016.0,Peru,"La presente Resolución aprueba el Reglamento Operativo del Programa de Garantías en favor de las Micro, Pequeña y Mediana Empresa (MIPYME) - PROMIPYME, que tiene por objeto establecer los términos y condiciones mediante los cuales se regirá el Programa de Garantías en favor de las MIPYME. El PROMIPYME tiene como finalidad brindar coberturas directas e indirectas en favor de la Institución financiera intermediaria (IFI) y Entidad Operadora que hayan brindado servicios financieros a las MIPYME y que servirá para mejorar las condiciones de financiamiento de las mismas, y contribuir a su crecimiento y desarrollo sostenido.",https://www.ecolex.org/details/legislation/resolucion-no-033-2016-ef-reglamento-operativo-del-programa-de-garantias-en-favor-de-las-micro-pequena-y-mediana-empresa-mipyme-promipyme-lex-faoc158300/?type=legislation&xsubjects=Mineral+resources&page=709,Agricultural & rural development, Regulation,"Institution,Fiscal and market measures,Business/industry/corporations,Special fund,Subsidy/incentive,Credit,Non-governmental entity","Amazonia, Americas, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, South America, South-Eastern Pacific",,ECOLEX_Legislation
Pollution Prevention and Control (Designation) (England and Wales) Order 2016  (S.I. No. 150 of 2016).,2016.0,United Kingdom,"This Order designates Directive 2009/126/EC of the European Parliament and of the Council on Stage II petrol vapour recovery during refuelling of motor vehicles at service stations for the purposes of paragraph 20(1)(b) of Schedule 1 to the Pollution Prevention and Control Act 1999 (c.24). This allows Regulations to be made under that Act, which make provision corresponding or similar to any provision made, or capable of being made, under section 2(2) of the European Communities Act 1972 (c.68) in connection with that Directive.",https://www.ecolex.org/details/legislation/pollution-prevention-and-control-designation-england-and-wales-order-2016-si-no-150-of-2016-lex-faoc152305/?type=legislation&xsubjects=Mineral+resources&page=709,Air & atmosphere, Regulation,"Air quality/air pollution,Ecofriendly products/ecofriendly processes,Pollution control","Atlantic Ocean Islands, Europe, EUROPE AND CENTRAL ASIA, European Union Countries, North Atlantic, North Sea, North-East Atlantic, Northern Europe",,ECOLEX_Legislation
"Resolución Nº 45 - Procedimientos y requisitos para emitir la certificación y avalar los Proyectos de Fuentes No Convencionales de Energía (FNCE), con miras a obtener el beneficio de la exclusión del IVA y la exención de gravamen arancelario.",2016.0,Colombia,"La presente Resolución tiene por objeto establecer los procedimientos y requisitos para solicitar la certificación que avala la documentación, con el fin de iniciar el trámite de solicitud de la certificación del beneficio ambiental ante la autoridad ambiental competente, con miras a obtener el beneficio de la exclusión del IVA y/o la exención del gravamen arancelario para los Proyectos de Fuentes No Convencionales de Energía (FNCE). Será aplicable a todos los agentes públicos y privados que intervengan en el desarrollo y el aprovechamiento de las FNCE. El beneficio de la exclusión del IVA aplica para la compra de equipos, elementos y maquinaria, nacionales o importados, así como de los servicios adquiridos dentro o fuera del territorio nacional, que se destinen a nuevas inversiones y preinversiones para la producción y utilización de energía a partir de FNCE, así como aquellos destinados a la medición y evaluación de los potenciales recursos.",https://www.ecolex.org/details/legislation/resolucion-no-45-procedimientos-y-requisitos-para-emitir-la-certificacion-y-avalar-los-proyectos-de-fuentes-no-convencionales-de-energia-fnce-con-miras-a-obtener-el-beneficio-de-la-exclusion-del-iva-y-la-exencion-de-gravamen-arancelario-lex-faoc157666/?type=legislation&xsubjects=Mineral+resources&page=709,Energy, Regulation,"Energy conservation/energy production,Renewable energy,Ecofriendly products/ecofriendly processes,Subsidy/incentive,Certification,Legal proceedings/administrative proceedings","Amazonia, Americas, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, North-East Pacific, South America, South-Eastern Pacific",,ECOLEX_Legislation
Order No. 25 of the Ministry of Natural Resources and Ecology validating the Regulation on state nature reserve “Vishersky”.,2016.0,Russian Federation,"This Order establishes that state nature reserve “Vishersky” shall be considered protected area of federal significance. It shall be located in Perm region. State nature reserve “Vishersky” shall perform the following tasks: (a) protection of natural ecosystems with a view of conservation of biological diversity and keeping protected areas in their natural state; (b) state ecological monitoring; (c) scientific research; (d) training of scientific staff; and (e) ecological education. The following activities shall be prohibited on the territory of state nature reserve “Vishersky”: (a) exploration, mining and extraction of minerals; (b) soil disturbance; (c)any activity causing modification of hydrogeological regime; (d) felling, timber extraction and collection of soft resin and non-timber forest products; (e) ploughing up, haymaking and placing of apiaries; (f) all types of hunting and stay with hunting gear; and (g) all types of fisheries and fishing except non-commercial fishing by residents.",https://www.ecolex.org/details/legislation/order-no-25-of-the-ministry-of-natural-resources-and-ecology-validating-the-regulation-on-state-nature-reserve-vishersky-lex-faoc162432/?type=legislation&xsubjects=Mineral+resources&page=709,"Environment gen., Wild species & ecosystems", Regulation,"Protected area,Ecosystem preservation,Monitoring,Research,Education,Biodiversity,Tourism","Arctic, ASIA AND THE PACIFIC, Black Sea, Caspian Sea, CIS (Commonwealth of Independent States), Eastern Europe, Europe, EUROPE AND CENTRAL ASIA, North Pacific, North-West Pacific",,ECOLEX_Legislation
Decreto Nº 39.650/MP - Reglamento de organización y funcionamiento de los Comités Asesores Técnicos (CAT).,2016.0,Costa Rica,"El presente Decreto expide el Reglamento de organización y funcionamiento de los Comités Asesores Técnicos (CAT), que son equipos técnicos interdisciplinarios conformados por especialistas y organizados según áreas temáticas afines, para asesorar a la Comisión Nacional de Prevención de Riesgos y Atención de Emergencias (CNE), al Centro de Operaciones de Emergencia (COE) y a las demás instancias del Sistema Nacional de Gestión de Riesgo (SNGR), en los temas específicos de su competencia. Sus criterios técnicos, especializados y científicos constituyen la base para la toma de decisiones en la prevención y atención de emergencias.",https://www.ecolex.org/details/legislation/decreto-no-39650mp-reglamento-de-organizacion-y-funcionamiento-de-los-comites-asesores-tecnicos-cat-lex-faoc162996/?type=legislation&xsubjects=Mineral+resources&page=709,Environment gen., Regulation,"Disasters,Capacity building,Hazardous waste,Early warning system/emergency intervention system,Legal proceedings/administrative proceedings,Institution","Americas, Central America, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, North-East Pacific",,ECOLEX_Legislation
Loi n°2015-039 du 03 février 2016 sur le Partenariat Public Privé.,2016.0,Madagascar,"La présente loi définit le cadre juridique et institutionnel de passation et d’exécution des Partenariats public privé dans des conditions socio-économiques efficaces et transparentes, conformément au principe de bonne gouvernance et en vue de l’optimisation des dépenses publiques.",https://www.ecolex.org/details/legislation/loi-n2015-039-du-03-fevrier-2016-sur-le-partenariat-public-prive-lex-faoc163248/?type=legislation&xsubjects=Mineral+resources&page=709,"Agricultural & rural development, Environment gen., Forestry, Land & soil, Water", Legislation,"Public private partnership (PPP),Institution,Legal proceedings/administrative proceedings","Africa, AFRICA FAO, Eastern Africa, Indian Ocean, Least Developed Countries",,ECOLEX_Legislation
Ministerial Decree No. 27 on use of underwater cultural heritage.,2016.0,Azerbaijan,"This Decree states that the underwater cultural heritage included in the list of protected cultural heritage, shall be protected, restored and used. The underwater cultural heritage may be used for tourism and also with scientific and educational purposes.",https://www.ecolex.org/details/legislation/ministerial-decree-no-27-on-use-of-underwater-cultural-heritage-lex-faoc163348/?type=legislation&xsubjects=Mineral+resources&page=709,Environment gen., Regulation,"Cultural heritage,Education,Tourism,Research,Groundwater,Inland waters,Surface water,Traditional rights/customary rights","Asia, Caspian Sea, CIS (Commonwealth of Independent States), EUROPE AND CENTRAL ASIA, Landlocked Developing Countries, Western Asia",,ECOLEX_Legislation
Loi n° 2015- 051 du 03 février 2016 portant Orientation de l’Aménagement du Territoire.,2016.0,Madagascar,"La présente loi fixe le cadre juridique général de l’aménagement du territoire national dans une perspective de développement durable à l’échelle, nationale, provinciale, régionale et communale. Il peut également s’effectuer entre deux ou plusieurs Collectivités territoriales décentralisées. Elle en définit notamment les principes directeurs, les objectifs, les différents outils et les moyens de mise en œuvre en conformité avec les orientations formulées dans la politique nationale de l’aménagement du territoire.  Elle s’applique à toutes les opérations relatives à l’occupation de l’espace, à l’affectation ou à la répartition équilibrée des activités, des infrastructures, des équipements et des services sur le territoire national. Elle détermine les compétences des acteurs respectifs de l’aménagement du territoire dont les Collectivités territoriales décentralisées en application des dispositions de l’article 141 de la Constitution. A cet effet, elle prévoit la mise en œuvre de l’aménagement du territoire urbain (aménagement urbain contribue à l’amélioration des conditions de vie de la population urbaine à travers notamment la création, le développement et la rénovation des infrastructures urbaines indispensables ainsi que l’élaboration et l’utilisation des outils d’aménagement urbain adéquats) et rural (aménagement rural contribue de manière concrète au développement des territoires ruraux. Il concerne notamment la mise en valeur des terrains ruraux toutes vocations confondues. Il ambitionne de replacer l’ensemble des territoires ruraux dans la mise en œuvre de la politique nationale d’aménagement du territoire).  L’aménagement du territoire revêt une dimension transversale. Il intervient notamment dans la gestion foncière, l’urbanisme, l’assainissement, le logement et l’habitat, l’aménagement rural, la gestion des exploitations minières et industrielles, la préservation de l’environnement, et les infrastructures et équipements d’intérêt collectif.",https://www.ecolex.org/details/legislation/loi-n-2015-051-du-03-fevrier-2016-portant-orientation-de-lamenagement-du-territoire-lex-faoc176900/?type=legislation&xsubjects=Mineral+resources&page=709,Land & soil, Legislation,"Land-use planning,Basic legislation,Urban land,Integrated management,Sustainable development,Institution,Poverty,Governance","Africa, AFRICA FAO, Eastern Africa, Indian Ocean, Least Developed Countries",,ECOLEX_Legislation
"Ministerial Order No. 13/2016 establishing and regulating the functional structure of the Office for Inspection, Monitoring and Auditing (GIFA) of the Ministry of Agriculture and Fisheries (MAP).",2016.0,Timor-Leste,"This Ministerial Order, consisting of 30 articles divided into four Chapters, establishes and regulates the functional structure of the Office for Inspection, Monitoring and Auditing (GIFA) of the Ministry of Agriculture and Fisheries (MAP). GIFA is a support service to the Minister that integrates the State's direct administration under the MAP, responsible for carrying out auditing and oversight actions in all organizational structures legally dependent on the MAP, at any functional and hierarchical levels and in any related activity. It establishes composition, duties and responsibilities of the above mentioned GIFA, entitled to: Supervise the legal compliance of the activities and procedures of the services with the applicable technical and quality standards; Conduct extensive and systematic audits for internal control and management systems in all functional hierarchical levels and structures; Propose, following inspection and audit actions, the recommended corrective measures and applicable legal procedures; Collaborate with the top managers of the organizational structures dependent on MAP in the exercise of disciplinary actions; Appraise complaints, denunciations or participation in accordance with the Minister's determinations, for any violations of legality or for suspected irregularities in the operation of the MAP services, presenting the necessary proposals for the legal procedures; Cooperate with other audit and oversight services, namely with the State Inspectorate and the Public Prosecutor's Office in conducting and investigating illegal activities; etc.",https://www.ecolex.org/details/legislation/ministerial-order-no-132016-establishing-and-regulating-the-functional-structure-of-the-office-for-inspection-monitoring-and-auditing-gifa-of-the-ministry-of-agriculture-and-fisheries-map-lex-faoc176477/?type=legislation&xsubjects=Mineral+resources&page=709,"Agricultural & rural development, Livestock, Fisheries, Forestry, Cultivated plants", Regulation,"Institution,Legal proceedings/administrative proceedings,Agricultural development,Inspection,Monitoring","Asia, ASIA AND THE PACIFIC, Indian Ocean, Least Developed Countries, Small Island Developing States, South-Eastern Asia",This Ministerial Order enters into force on the day after its publication.,ECOLEX_Legislation
"Ministerial Order No. 10/2016 establishing and regulating the functional structure of the General Directorate for Forests, Coffee and Industrial Plants (DGFCPI) of the Ministry of Agriculture and Fisheries (MAP).",2016.0,Timor-Leste,"This Ministerial Order, consisting of 31 articles divided into five Chapters, establishes and regulates the functional structure of the General Directorate for Forests, Coffee and Industrial Plants (DGFCPI) of the Ministry of Agriculture and Fisheries (MAP). The DGFCPI is a service that integrates the direct State administration under the MAP, responsible for ensuring the overall orientation and integrated coordination of all MAP services with responsibilities in the areas of forests, nature conservation, coffee and industrial plants, according to the Government's programme, policies and programmes of the MAP. It establishes composition, duties and responsibilities of the above mentioned Directorate, entitled to: Collaborate in the definition of policies, programs and plans relevant to the area of ​​forests, nature conservation, coffee, industrial plants and biodiversity, namely in the definition of an integrated soil and subsoil management plan and in the definition and implementation of a conservation strategy of biodiversity; Coordinate the implementation, coordination and monitoring of the implementation of policies, plans, programs and strategies in the field of forests, nature conservation, coffee and industrial plants; Contribute to the development of environmental standards, in particular with regard to forests, river basins, soils and subsoils; Ensure the conservation of the country's biological diversity, in coordination with other services, and sustainable management of forests and their resources, coffee plant and other industrial plants; Promote the mainstreaming and integration of environmental policy in the forest sector, nature conservation, biodiversity, coffee and industrial plants; Coordinate the development and implementation of mechanisms to combat deforestation and forest degradation involving communities; Collaborate in the definition of an integrated soil and subsoil management plan, as well as in the definition and implementation of a biodiversity conservation and recovery strategy; etc.",https://www.ecolex.org/details/legislation/ministerial-order-no-102016-establishing-and-regulating-the-functional-structure-of-the-general-directorate-for-forests-coffee-and-industrial-plants-dgfcpi-of-the-ministry-of-agriculture-and-fisheries-map-lex-faoc176474/?type=legislation&xsubjects=Mineral+resources&page=709,"Forestry, Cultivated plants", Regulation,"Institution,Legal proceedings/administrative proceedings,Agricultural development,Breeders' rights/farmers' rights,Inspection,Sustainable development,Sustainable use,Research,Biodiversity,Soil conservation/soil improvement,Coffee/cocoa/tea,Business/industry/corporations","Asia, ASIA AND THE PACIFIC, Indian Ocean, Least Developed Countries, Small Island Developing States, South-Eastern Asia",This Ministerial Order enters into force on the day after its publication.,ECOLEX_Legislation
Ministerial Order No. 9/2016 establishing the Functional Structure of the Directorate-General for Agriculture of the Ministry of Agriculture and Fisheries (MAP).,2016.0,Timor-Leste,"This Ministerial Order, consisting of 28 articles divided into five Chapters, establishes the Functional Structure of the Directorate-General for Agriculture of the Ministry of Agriculture and Fisheries. This Directorate is a service that integrates the direct administration of the State under the MAP and is responsible for ensuring the general orientation and integrated coordination of all MAP services with attributions in the areas of agriculture, according to programme, policies and programs of the MAP. It establishes composition, duties and responsibilities of the above mentioned Directorate, entitled to: Collaborate in the definition of policies, programmes and plans relevant to the area of ​​agriculture, namely in the definition of an integrated soil and subsoil management plan and in the definition and implementation of a biodiversity conservation strategy; Coordinate the execution, articulation and monitoring of the implementation of policies, plans, programmes and strategies in the field of agriculture at national and municipal level; Ensure the sustainable, efficient and effective management of agricultural resources and the conservation of the country's biological diversity, in coordination with other services; Promote the mainstreaming and integration of environmental policy in the agriculture sector; Promote rural and agricultural development, including by coordinating the implementation of technical support programmes for agricultural and rural development and cooperation with relevant national and international organizations; Encourage the implementation of measures that promote the adoption of alternative methods to the use of pesticides in agricultural production; Take the necessary measures to promote the establishment of technical support centres for farmers; Coordinate the formulation and implementation of strategies promoting sustainable agricultural food production; etc.",https://www.ecolex.org/details/legislation/ministerial-order-no-92016-establishing-the-functional-structure-of-the-directorate-general-for-agriculture-of-the-ministry-of-agriculture-and-fisheries-map-lex-faoc176473/?type=legislation&xsubjects=Mineral+resources&page=709,Agricultural & rural development, Regulation,"Institution,Legal proceedings/administrative proceedings,Agricultural development,Breeders' rights/farmers' rights,Farming,Inspection,Irrigation,Sustainable development,Sustainable use,Research,Biodiversity","Asia, ASIA AND THE PACIFIC, Indian Ocean, Least Developed Countries, Small Island Developing States, South-Eastern Asia",This Ministerial Order enters into force on the day after its publication.,ECOLEX_Legislation
Decreto Nº 8 - Crea el Consejo Nacional de Sustentabilidad Ambiental y Vulnerabilidad (CONASAV).,2016.0,El Salvador,"El presente Decreto crea el Consejo Nacional de Sustentabilidad Ambiental y Vulnerabilidad (CONASAV), como una instancia consultiva, de diálogo y concertación en materia de sustentabilidad ambiental y vulnerabilidad. Su composición será amplia, plural, permanente y con autonomía para el cumplimiento de sus objetivos y atribuciones. El CONASAV tendrá como objetivo central promover y facilitar el diálogo y la concertación para alcanzar acuerdos y compromisos, de corto, mediano y largo plazo, en las áreas de sustentabilidad ambiental y vulnerabilidad, con el fin de transitar hacia una economía y sociedad ambientalmente sustentables, reducir la vulnerabilidad ante desastres por fenómenos de origen natural y antrópico y construir una sociedad resiliente a los efectos del cambio climático.",https://www.ecolex.org/details/legislation/decreto-no-8-crea-el-consejo-nacional-de-sustentabilidad-ambiental-y-vulnerabilidad-conasav-lex-faoc186238/?type=legislation&xsubjects=Mineral+resources&page=709,Environment gen., Regulation,"Institution,Disasters,Early warning system/emergency intervention system","Americas, Central America, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, North-East Pacific",,ECOLEX_Legislation
"Décret n°100/033 du 03 février 2016 portant création, missions, composition, organisation et fonctionnement d’une commission technique nationale chargée de la mise en place d’une zone économique spéciale (ZES) au Burundi.",2016.0,Burundi,Le présent décret crée une commission technique nationale chargée de la mise en place d’une zone économique spéciale (ZES) au Burundi. La Commission a pour missions principales de: identifier des terrains réserves à l’implantation d'une Zone Economique Spéciale; élaborer des instruments de mise en œuvre d'une Zone Economique Spéciale; proposer un projet de Décret portant création de la Zone Economique Spéciale au Burundi; proposer un cadre institutionnel d'exploitation et de gestion de la Zone Economique Spéciale; formuler toutes les recommandations utiles à la mise en œuvre effective de la Zone Economique Spéciale; identifier tous les différents coins du pays pouvant avoir le statut d'une ZES.,https://www.ecolex.org/details/legislation/decret-n100033-du-03-fevrier-2016-portant-creation-missions-composition-organisation-et-fonctionnement-dune-commission-technique-nationale-chargee-de-la-mise-en-place-dune-zone-economique-speciale-zes-au-burundi-lex-faoc179950/?type=legislation&xsubjects=Mineral+resources&page=709,Agricultural & rural development, Regulation,"Business/industry/corporations,Subsidy/incentive,Poverty,International trade,Institution,Governance","Africa, AFRICA FAO, Eastern Africa, Landlocked Developing Countries, Least Developed Countries",,ECOLEX_Legislation
Regulation No. 3 of 3 February 2016 on carrying out technical inspections of equipment under the terms of Law on registration and control of agricultural and forestry equipment.,2016.0,Bulgaria,"This Regulation determines the necessary conditions and procedures for carrying out roadworthiness tests and identification of registered agricultural and forestry equipment, including vehicles and earth moving machines (here called technical inspections, defined as a complex set of inspection and diagnostic operations for assessing the technical state of the examined equipment).",https://www.ecolex.org/details/legislation/regulation-no-3-of-3-february-2016-on-carrying-out-technical-inspections-of-equipment-under-the-terms-of-law-on-registration-and-control-of-agricultural-and-forestry-equipment-lex-faoc188701/?type=legislation&xsubjects=Mineral+resources&page=709,"Agricultural & rural development, Forestry", Regulation,"Equipment,Inspection,Procedural matters,Data collection/reporting","Black Sea, Eastern Europe, Europe, EUROPE AND CENTRAL ASIA, European Union Countries",This Regulation enters into force on the day of its publication in the Official Gazette.,ECOLEX_Legislation
Regulation No. 4 of 3 February 2016 on the order for placing on the market of used equipment under the terms of Law on registration and control of agricultural and forestry equipment.,2016.0,Bulgaria,"This Regulation establishes the correct procedure for placing on the market of used agricultural and forestry equipment, including vehicles and earthmoving machinery if used and classified as agricultural and forestry equipment (all used equipment shall be subject to testing and conformity assessment).",https://www.ecolex.org/details/legislation/regulation-no-4-of-3-february-2016-on-the-order-for-placing-on-the-market-of-used-equipment-under-the-terms-of-law-on-registration-and-control-of-agricultural-and-forestry-equipment-lex-faoc188702/?type=legislation&xsubjects=Mineral+resources&page=709,"Agricultural & rural development, Forestry", Regulation,"Equipment,Inspection,Procedural matters,Data collection/reporting,Certification","Black Sea, Eastern Europe, Europe, EUROPE AND CENTRAL ASIA, European Union Countries",This Regulation enters into force on the day of its publication in the Official Gazette.,ECOLEX_Legislation
"Regulation No. 2 of 3 February 2016, on the terms and conditions for registration of equipment under the Law on registration and control of agricultural and forestry equipment.",2016.0,Bulgaria,"This Regulation defines the conditions and procedure for initial registration, change of registration and termination of registration, as well as the deduction of agricultural and forestry equipment, including vehicles and earth moving machines, all classified as machinery for agricultural and forestry purposes (tractors, self-propelled machinery used in agriculture, forestry and earthworks with an engine power exceeding 10 kW, and tractor trailers; and non-self-propelled and stationary machinery, equipment, installations and apparatus used in agriculture and forestry, and earth-moving machinery).",https://www.ecolex.org/details/legislation/regulation-no-2-of-3-february-2016-on-the-terms-and-conditions-for-registration-of-equipment-under-the-law-on-registration-and-control-of-agricultural-and-forestry-equipment-lex-faoc188699/?type=legislation&xsubjects=Mineral+resources&page=710,"Agricultural & rural development, Forestry", Regulation,"Agricultural development,Registration,Equipment,Procedural matters,Certification","Black Sea, Eastern Europe, Europe, EUROPE AND CENTRAL ASIA, European Union Countries",This Regulation enters into force on the day of its publication in the Official Gazette.,ECOLEX_Legislation
