Policy,Year,Country,Policy_Content,URL,Subject,Document_Type,Keyword,Geographical_area,Entry into force notes,Source
Resolución Nº 022-2013-VIVIENDA ─ Manual de Operaciones del Programa Mejoramiento Integral de Barrios (PMIB).,2013.0,Peru,"La presente Resolución aprueba el Manual de Operaciones del Programa Mejoramiento Integral de Barrios (PMIB),  que establece los niveles de organización, funciones y responsabilidades, así como los procesos de programación y aprobación de actividades, ejecución de recursos, proceso de coordinación de desembolsos, y los procesos de supervisión, seguimiento y evaluación.",https://www.ecolex.org/details/legislation/resolucion-no-022-2013-vivienda-manual-de-operaciones-del-programa-mejoramiento-integral-de-barrios-pmib-lex-faoc125414/?type=legislation&xsubjects=Mineral+resources&page=1290,Land & soil, Regulation,"Urban land,Less favoured areas","Amazonia, Americas, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, South America, South-Eastern Pacific",,ECOLEX_Legislation
"Physical Planning (Amendment) Act, 2013 (No. 1 of 2013)",2013.0,Montserrat (UK),"This Act amends the Physical Planning Act in section 2 by inserting definitions of “beach sand” and “floor of the sea” and in section 15 by replacing in subsection 1 by replacing the definition of “development” and in subsection (2), by inserting the following as paragraph (ba): “(ba) the mining of beach sand; or”. Section 15 concerns the meaning of ""development for purposes of the Act.",https://www.ecolex.org/details/legislation/physical-planning-amendment-act-2013-no-1-of-2013-lex-faoc125631/?type=legislation&xsubjects=Mineral+resources&page=1290,"Land & soil, Mineral resources", Legislation,"Land-use planning,Mining,Deep sea bed","Americas, Caribbean, European Union Countries, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, Small Island Developing States",,ECOLEX_Legislation
Real Decreto-Ley Nº 2/2013 - Medidas urgentes en el sistema eléctrico y en el sector financiero.,2013.0,Spain,El presente Real Decreto-Ley tiene por objeto modificar las metodologías que rigen las actualizaciones de las retribuciones de actividades del sistema eléctrico vinculadas al Índice de Precios de Consumo (IPC).,https://www.ecolex.org/details/legislation/real-decreto-ley-no-22013-medidas-urgentes-en-el-sistema-electrico-y-en-el-sector-financiero-lex-faoc119926/?type=legislation&xsubjects=Mineral+resources&page=1290,Energy, Regulation,"Energy conservation/energy production,Transport/storage,Internal trade,Royalties/fees,Legal proceedings/administrative proceedings,Renewable energy,Environmental standards,Non-governmental entity,Subsidy/incentive,Authorization/permit,Oil","Europe, EUROPE AND CENTRAL ASIA, European Union Countries, Mediterranean, North Atlantic, North-East Atlantic, Southern Europe",,ECOLEX_Legislation
Resolución Nº 035-2013-AG ─ Lineamientos Metodológicos de la Actividad Estadística del Sistema Integrado de Estadística Agraria (SIEA).,2013.0,Peru,"La presente Resolución aprueba los Lineamientos Metodológicos de la Actividad Estadística del Sistema Integrado de Estadística Agraria (SIEA), a fin de disponer de un marco procedimental que asegure la calidad y eficiencia de la información estadística agraria.",https://www.ecolex.org/details/legislation/resolucion-no-035-2013-ag-lineamientos-metodologicos-de-la-actividad-estadistica-del-sistema-integrado-de-estadistica-agraria-siea-lex-faoc119969/?type=legislation&xsubjects=Mineral+resources&page=1290,Agricultural & rural development, Regulation,"Institution,Data collection/reporting,Access-to-information,Research","Amazonia, Americas, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, South America, South-Eastern Pacific",,ECOLEX_Legislation
Acuerdo Nº 440 - Instructivo que regula la modificación de Régimen de Minería Artesanal a Pequeña Minería.,2013.0,Ecuador,"El presente Acuerdo expide el instructivo que tiene por objeto determinar los requisitos y el procedimiento técnico, legal y administrativo para la modificación de régimen de permisos de minería artesanal por la modalidad de concesión prevista para la pequeña minería.",https://www.ecolex.org/details/legislation/acuerdo-no-440-instructivo-que-regula-la-modificacion-de-regimen-de-mineria-artesanal-a-pequena-mineria-lex-faoc139347/?type=legislation&xsubjects=Mineral+resources&page=1290,Mineral resources, Regulation,"Mining,Exploration,Concession,Access right,Non-governmental entity,Authorization/permit","Amazonia, Americas, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, South America, South-Eastern Pacific",,ECOLEX_Legislation
Acuerdo Nº 10 - Actualiza el Plan Nacional de Forestación y Reforestación.,2013.0,Ecuador,"El presente Acuerdo actualiza el Plan Nacional de Forestación y Reforestación, con la finalidad de reflejar las nuevas disposiciones existentes y estimular un cambio radical hacia un modelo de desarrollo forestal equilibrado y sostenible que contribuya al fortalecimiento de una institucionalidad acorde a las actuales exigencias sociales, económicas, ambientales e institucionales. Los procesos de descentralización que se lleva adelante en el país son también importantes en el ámbito forestal, pues aportarán a una mayor efectividad en la articulación territorial. Los diferentes niveles de gobierno tendrán mayor injerencia en la toma de decisiones sobre el uso y manejo de los recursos forestales y se espera que de esta forma se incrementen también los beneficios que las sociedades y los grupos menos favorecidos obtienen de los mismos.",https://www.ecolex.org/details/legislation/acuerdo-no-10-actualiza-el-plan-nacional-de-forestacion-y-reforestacion-lex-faoc155382/?type=legislation&xsubjects=Mineral+resources&page=1290,Forestry, ,"Forest management/forest conservation,Forestry protection measures,Institution,Legal proceedings/administrative proceedings,Timber extraction/logging,Internal trade,Afforestation/reforestation,Inventory,Soil conservation/soil improvement,Community management","Amazonia, Americas, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, South America, South-Eastern Pacific",,ECOLEX_Legislation
Law on the implementation of Regulation (EC) No. 1223/2009 of the European Parliament and of the Council of 30 November 2009 on cosmetic products.,2013.0,Croatia,This Law (in order to implement the effective use of the European standards on the territory of the Croatian Republic) adopts all standards and technical measures deriving from the Regulation (EC) No. 1223/2009 of the European Parliament and of the Council of 30 November 2009 on cosmetic products.,https://www.ecolex.org/details/legislation/law-on-the-implementation-of-regulation-ec-no-12232009-of-the-european-parliament-and-of-the-council-of-30-november-2009-on-cosmetic-products-lex-faoc130137/?type=legislation&xsubjects=Mineral+resources&page=1290,Environment gen., Legislation,"Public health,Monitoring,Access-to-information","Europe, EUROPE AND CENTRAL ASIA, Mediterranean, Southern Europe",This Law enters into force on 11 July 2013.,ECOLEX_Legislation
Administrative measures for central treasury funds for agricultural production disaster prevention and relief.,2013.0,China,"The purpose of these Measures is to strengthen the management of central treasury funds for agricultural production disaster prevention and relief, improve efficiency in the use of funds, enhance the capacity of agricultural disaster prevention and relief, and reduce losses caused by agricultural disasters. The Measures consists of 17 articles. The Measures provide for the requirements and rules to be satisfied regarding the allocation, use, management and supervision of the funds.",https://www.ecolex.org/details/legislation/administrative-measures-for-central-treasury-funds-for-agricultural-production-disaster-prevention-and-relief-lex-faoc144518/?type=legislation&xsubjects=Mineral+resources&page=1290,"Agricultural & rural development, Environment gen.", Regulation,"Special fund,Subsidy/incentive,Water shortage/drought,Flood,Disasters,Financing,Inspection,Offences/penalties","Asia, ASIA AND THE PACIFIC, East Asian Seas, Eastern Asia, North Pacific, North-West Pacific",These Measures entered into force on 1 March 2013.,ECOLEX_Legislation
Administrative measures of the Tibet Autonomous Region for the sale of  oil products for small quantities.,2013.0,China,"These Measures,  consisting  of 23 Articles, provide for the requirements and rules regarding the sale of oil products for small quantities.",https://www.ecolex.org/details/legislation/administrative-measures-of-the-tibet-autonomous-region-for-the-sale-of-oil-products-for-small-quantities-lex-faoc174005/?type=legislation&xsubjects=Mineral+resources&page=1290,Energy, Regulation,"Oil,Authorization/permit","Asia, ASIA AND THE PACIFIC, East Asian Seas, Eastern Asia, North Pacific, North-West Pacific",,ECOLEX_Legislation
Regulation on the evaluation of function and purpose of forests.,2013.0,Montenegro,This Regulation defines the necessary evaluation process as regards the functions and effective assigned purpose of forests and forest land on the territory of the Republic of Montenegro.,https://www.ecolex.org/details/legislation/regulation-on-the-evaluation-of-function-and-purpose-of-forests-lex-faoc175200/?type=legislation&xsubjects=Mineral+resources&page=1290,Forestry, Regulation,"Classification/declassification,Forest management/forest conservation,Protection forest,Forestry protection measures,EIA,Research,Erosion","Europe, EUROPE AND CENTRAL ASIA, Mediterranean, Southern Europe",This Regulation enters into force eight days after its publication in the Official Gazette.,ECOLEX_Legislation
Estrategia Nacional de Recursos Hídricos 2013.,2013.0,El Salvador,"La Estrategia Nacional de Recursos Hídricos 2013, se estructura alrededor de tres ejes fundamentales: 1) Agua para la Vida, 2) Agua y Economía, 3) Agua y Territorio, estrechamente vinculados entre sí, que expresan tres miradas a la problemática hídrica: i) desde la gente y los ecosistemas, ii) desde la economía y sus requerimientos de agua, iii) desde el territorio, incluyendo la dimensión transfronteriza tan crítica para El Salvador.",https://www.ecolex.org/details/legislation/estrategia-nacional-de-recursos-hidricos-2013-lex-faoc203288/?type=legislation&xsubjects=Mineral+resources&page=1290,"Agricultural & rural development, Environment gen., Land & soil, Water", ,"Climate change,Disasters,Sustainable development,Sustainable use,Basin/catchment/watershed,Public participation,Agricultural land,Classification/declassification,Institution,Policy/planning,Early warning system/emergency intervention system,Flood,Monitoring,Soil conservation/soil improvement,Ecosystem preservation,Freshwater resources management,Indigenous peoples,Priorities,Governance","Americas, Central America, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, North-East Pacific",,ECOLEX_Legislation
Resolución de 31 de enero de 2013 - Bases reguladoras de la segunda convocatoria de ayudas del Programa de Incentivos al Vehículo Eficiente (PIVE-2).,2013.0,Spain,"El presente Resolución tiene por objeto convocar a la segunda convocatoria del Programa de Incentivos al Vehículo Eficiente (PIVE-2), que consiste en potenciar una disminución del consumo energético nacional mediante la incentivación de la modernización del parque de vehículos turismo (M1) y comerciales (N1) con modelos de alta eficiencia energética, con menor consumo de combustibles y emisiones de CO2, todo ello en el marco del Plan de Acción 2008-2012 de la Estrategia de Ahorro y Eficiencia Energética en España 2004-2012 o Plan de Acción 2008-2012 de la E4.",https://www.ecolex.org/details/legislation/resolucion-de-31-de-enero-de-2013-bases-reguladoras-de-la-segunda-convocatoria-de-ayudas-del-programa-de-incentivos-al-vehiculo-eficiente-pive-2-lex-faoc128275/?type=legislation&xsubjects=Mineral+resources&page=1291,Air & atmosphere, Regulation,"Air quality/air pollution,Emissions,Institution,Transport/storage,Subsidy/incentive,Environmental standards,Pollution control","Europe, EUROPE AND CENTRAL ASIA, European Union Countries, Mediterranean, North Atlantic, North-East Atlantic, Southern Europe",,ECOLEX_Legislation
"Dahir n° 1-11-52 du 19 rabii I 1434 (31 janvier 2013) portant publication du Protocole additionnel relatif à l’Accord de coopération pour la protection des côtes et des eaux de l’Atlantique du Nord-Est contre la pollution, fait à Lisbonne le 20 mai 2008.",2013.0,Morocco,"Le présent dahir publie le Protocole additionnel relatif à l’Accord de coopération pour la protection des côtes et des eaux de l’Atlantique du Nord-Est contre la pollution, fait à Lisbonne le 20 mai 2008.",https://www.ecolex.org/details/legislation/dahir-n-1-11-52-du-19-rabii-i-1434-31-janvier-2013-portant-publication-du-protocole-additionnel-relatif-a-laccord-de-cooperation-pour-la-protection-des-cotes-et-des-eaux-de-latlantique-du-nord-est-contre-la-pollution-fait-a-lisbonne-le-20-mai-2008-lex-faoc135118/?type=legislation&xsubjects=Mineral+resources&page=1291,"Sea, Environment gen.", Legislation,"Marine pollution,Marine area,Marine protected areas,Pollution control,Coastal zone management,Erosion,Protected area","Africa, Mediterranean, NEAR EAST AND NORTH AFRICA, North Atlantic, Northern Africa",,ECOLEX_Legislation
Resolución Nº 38/13 - Productos y servicios cuyos precios y tarifas son aprobados por el Ministro de Finanzas y Precios.,2013.0,Cuba,La presente Resolución aprueba la lista de productos y servicios cuyos precios y tarifas serán aprobados por el Ministro de Finanzas y Precios.,https://www.ecolex.org/details/legislation/resolucion-no-3813-productos-y-servicios-cuyos-precios-y-tarifas-son-aprobados-por-el-ministro-de-finanzas-y-precios-lex-faoc134032/?type=legislation&xsubjects=Mineral+resources&page=1291,"Agricultural & rural development, Food & nutrition", Regulation,"Consumer protection,Agricultural commodities,Internal trade,Inspection,Royalties/fees,Vending","Americas, Caribbean, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, North Atlantic, Small Island Developing States",,ECOLEX_Legislation
Arrêté N° 018/MEF/SG/DGFIDFC du 31 janvier 2013 fixant les procédures d'attribution et de gestion des forêts communautaires.,2013.0,Gabon,"Le présent arrêté, pris en application des dispositions des articles 156 à 162 de la loi n° 016/01du 31 décembre 2001 portant code Forestier en République gabonaise et les articles 5 et 14 du décret n° 01028/PR/MEFEPEPN du 1er décembre 2004 fixant les conditions de création de forêts communautaires, fixe les procédures d'attribution et de gestion des forets communautaires (FC).",https://www.ecolex.org/details/legislation/arrete-n-018mefsgdgfidfc-du-31-janvier-2013-fixant-les-procedures-dattribution-et-de-gestion-des-forets-communautaires-lex-faoc143378/?type=legislation&xsubjects=Mineral+resources&page=1291,Forestry, Regulation,"Community management,Forest management/forest conservation","Africa, AFRICA FAO, Central Africa, North Atlantic, South Atlantic",,ECOLEX_Legislation
Resolución Nº 69 - Informe Técnico de la visita de viabilización para el trámite de legalización de la actividad minera ejecutada por aquellos explotadores que acrediten ser mineros tradicionales.,2013.0,Colombia,"La presente Resolución establece el contenido mínimo del Informe Técnico de la visita de viabilización, del acta de la misma y del acta de mediación para el trámite de legalización de la actividad minera ejecutada por aquellos explotadores, grupos y asociaciones que acrediten ser mineros tradicionales y que exploten minas de propiedad estatal sin título minero inscrito en el Registro Minero Nacional.",https://www.ecolex.org/details/legislation/resolucion-no-69-informe-tecnico-de-la-visita-de-viabilizacion-para-el-tramite-de-legalizacion-de-la-actividad-minera-ejecutada-por-aquellos-explotadores-que-acrediten-ser-mineros-tradicionales-lex-faoc120132/?type=legislation&xsubjects=Mineral+resources&page=1291,Mineral resources, Regulation,"Mining,Data collection/reporting,Exploration,Zoning,Concession,Authorization/permit,Royalties/fees,Soil conservation/soil improvement,Pollution control","Amazonia, Americas, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, North-East Pacific, South America, South-Eastern Pacific",,ECOLEX_Legislation
Resolución Nº 014-2013-EM ─ Modifica la Norma Técnica para la Coordinación de la Operación en Tiempo Real de los Sistemas Interconectados.,2013.0,Peru,"La presente Resolución modifica la Norma Técnica para la Coordinación de la Operación en Tiempo Real de los Sistemas Interconectados, respecto a los criterios de eficiencia que permita el máximo aprovechamiento del gas natural como combustible para fines de generación eléctrica.",https://www.ecolex.org/details/legislation/resolucion-no-014-2013-em-modifica-la-norma-tecnica-para-la-coordinacion-de-la-operacion-en-tiempo-real-de-los-sistemas-interconectados-lex-faoc120154/?type=legislation&xsubjects=Mineral+resources&page=1291,Energy, Regulation,"Energy conservation/energy production,Renewable energy,Transport/storage,Natural gas","Amazonia, Americas, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, South America, South-Eastern Pacific",,ECOLEX_Legislation
Ley de Derechos de los Pueblos Indígenas del Estado de Chihuahua.,2013.0,Mexico,"La presente Ley tiene como objeto garantizar el ejercicio de los derechos de todos los pueblos indígenas presentes en el Estado de Chihuahua. Entre los derechos reconocidos cabe destacar el artículo 14, en virtud del cual los pueblos y las comunidades indígenas tienen derecho a establecer sus propias formas dinámicas de organización territorial, entendidas como el espacio en el cual reproducen sus formas de organización social, sistemas normativos internos, idioma y costumbres. En este sentido quedan prohibidos los reacomodos o desplazamientos forzados, con excepción de aquellos que por motivos de emergencia, caso fortuito o desastre natural, sean determinados por la autoridad competente con la finalidad de salvaguardar la salud y bienestar de las personas que conforman los pueblos y las comunidades indígenas. Por otro lado, la Ley establece la obligación del Estado de promover y fomentar la protección, conservación, desarrollo y aprovechamiento sustentable de los recursos naturales y servicios ambientales existentes en las tierras y territorios indígenas con enfoque de género. Por último las Ley establece sanciones y regula los medios para resolver eventuales conflictos.",https://www.ecolex.org/details/legislation/ley-de-derechos-de-los-pueblos-indigenas-del-estado-de-chihuahua-lex-faoc138525/?type=legislation&xsubjects=Mineral+resources&page=1291,"Land & soil, Wild species & ecosystems", Legislation,"Indigenous peoples,Common property,Offences/penalties,Dispute settlement,Gender,Community management","Americas, Central America, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, North Atlantic, North Pacific, North-East Pacific",,ECOLEX_Legislation
"Law 4/2013 removing from the national forestry and pasture fund the areas of forest and pasture expected to be flooded by the lake of the Banja, Moglicë and Kokël, that will be built on the Devoll river cascade.",2013.0,Albania,"This Law provides for the removal from the forestry and pasture funds of the areas of forest and pasture expected to be flooded by the lake, which will be created as a result of the construction of society ""DHP"", JSC, hydro spa, and Moglicë Kokël, Devolli river cascade. The total area of removal is 1 421.39 ha. The specific locations, areas, and maps are attached to this decision.",https://www.ecolex.org/details/legislation/law-42013-removing-from-the-national-forestry-and-pasture-fund-the-areas-of-forest-and-pasture-expected-to-be-flooded-by-the-lake-of-the-banja-moglice-and-kokel-that-will-be-built-on-the-devoll-river-cascade-lex-faoc136201/?type=legislation&xsubjects=Mineral+resources&page=1291,Forestry, Legislation,"Forest management/forest conservation,Special fund","Europe, EUROPE AND CENTRAL ASIA, Mediterranean, Southern Europe",This Law enters into force 15 days after its publication in the Official Gazette.,ECOLEX_Legislation
Law on organic production.,2013.0,Bosnia and Herzegovina,"This Law prescribes all necessary standards, information and technical issues aimed to correctly govern the entire organic production sector on the territory of the Republic of Srpska, autonomous district of the Federation of BIH.",https://www.ecolex.org/details/legislation/law-on-organic-production-lex-faoc134796/?type=legislation&xsubjects=Mineral+resources&page=1291,"Agricultural & rural development, Livestock, Food & nutrition, Fisheries", Legislation,"Ecological production/organic production,International trade,Aquaculture,Standards,Processing/handling,Transport/storage,Internal trade,Packaging/labelling,Offences/penalties,Basic legislation,Animal feed/feedstuffs","Europe, EUROPE AND CENTRAL ASIA, Mediterranean, Southern Europe",This Law enters into force eight days after its publication in the Official Gazette.,ECOLEX_Legislation
