Policy,Year,Country,Policy_Content,URL,Subject,Document_Type,Keyword,Geographical_area,Entry into force notes,Source
"Executive Order No. 43, s. 2011 pursuing our Social Contract with the Filipino People through the Reorganization of the Cabinet Clusters.",2011.0,Philippines,"This Executive Order, consisting of 10 Sections establishes the Cabinet Clusters organization. The Cabinet is organized thematically into five clusters composed as follows: Good Governance and Anti-Corruption; Human Development and Poverty Reduction; Economic Development; Security, Justice and Peace; and Climate Change Adaptation and Mitigation. Sections 4 deals with the respective functions of the Cabinet Clusters. Section 6 specifies the Good Governance and Anti-Corruption Cluster which shall promote transparency, accountability, participatory governance, and strengthening of public institutions. Section 7 deals with the Human Development and Poverty Reduction Cluster which shall focus on improving the overall quality of life of the Filipino and translating the gains of good governance into direct, immediate, and substantial benefits that will empower the poor and marginalized segments of society. The Section 8, on Economic Development Cluster, shall focus on the promotion of rapid, inclusive, and sustained economic growth. Section 10 establishes the Climate Change Adaptation and Mitigation Cluster which shall focus on the conservation, and protection of the environment and natural resources. It specifies measures to adapt to and mitigate the effects of climate change on the Philippine archipelago and for both natural and man-made disasters. The cluster pursues the following objectives: Adopting climate change adaptation and mitigation measures by local government units and their respective communities, national government agencies, and the general public; and ensure that these are incorporated in their annual work plans and budgets, where applicable; Ensuring the utilization of natural resources for the equal benefit of the present and future generations; Formulating alternative and inclusive urban development plans, which ensure that people of varying income levels are integrated in productive, healthy and safe communities; and Undertaking all other measures necessary to prepare for and manage the risks and/or threats associated with natural and man-made phenomena such as, but not limited to, typhoons, earthquakes, tsunami, floods, landslides, civil disturbance and terrorism.",https://www.ecolex.org/details/legislation/executive-order-no-43-s-2011-pursuing-our-social-contract-with-the-filipino-people-through-the-reorganization-of-the-cabinet-clusters-lex-faoc160807/?type=legislation&xsubjects=Mineral+resources&page=1587,Environment gen., Regulation,"Air quality/air pollution,Climate change,Institution,Capacity building,Ozone layer,Emissions,Governance,Disasters,Early warning system/emergency intervention system,Risk assessment/management,Poverty,Pollution control","Asia, ASIA AND THE PACIFIC, East Asian Seas, North Pacific, South-Eastern Asia",,ECOLEX_Legislation
"Regulation on data type, form, contents and manner of keeping records on awarded state help in agriculture and rural development.",2011.0,North Macedonia,"This Regulation prescribes the type of data, the form, the content and defines the manner for keeping records on granted state aid-paid funds, if obtained as for the purposes of agricultural and rural development. These records on granted state aid are in accordance with the provisions of articles 94, 95, 96, 98, 99, 100, 101, 102, 103, 104, 105, 106 and 107 of the national Law on agriculture and rural development. The form and content of the state aid record book or register sheet is given in the Annex, which is part of this publication.",https://www.ecolex.org/details/legislation/regulation-on-data-type-form-contents-and-manner-of-keeping-records-on-awarded-state-help-in-agriculture-and-rural-development-lex-faoc201225/?type=legislation&xsubjects=Mineral+resources&page=1587,Agricultural & rural development, Regulation,"Agricultural development,Data collection/reporting,Financial agricultural measures,Subsidy/incentive,Procedural matters,Registration,Rural employment,Rural youth","Europe, EUROPE AND CENTRAL ASIA, Landlocked Developing Countries, Southern Europe",This text entered into force on the day after its publication in the Official Gazette.,ECOLEX_Legislation
"Decreto Supremo Nº 024/11/EM - Modifica el Decreto Supremo Nº 021/07/EM, Reglamento para la comercialización de biocombustibles.",2011.0,Peru,"El presente Decreto Supremo modifica el Reglamento para la comercialización de biocombustibles, en relación a la comercialización y cronograma de implementación del gasohol a lo largo del territorio nacional.",https://www.ecolex.org/details/legislation/decreto-supremo-no-02411em-modifica-el-decreto-supremo-no-02107em-reglamento-para-la-comercializacion-de-biocombustibles-lex-faoc102795/?type=legislation&xsubjects=Mineral+resources&page=1588,Energy, Regulation,"Energy conservation/energy production,Renewable energy,Subsidy/incentive,Internal trade,Transport/storage,Biofuel","Amazonia, Americas, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, South America, South-Eastern Pacific",,ECOLEX_Legislation
"Resolución Nº 44 - Modifica el Decreto Nº 878, que establece el Sistema Nacional de Planificación (SNP).",2011.0,Ecuador,"El presente Decreto modifica el que establece el Sistema Nacional de Planificación (SNP), como una instancia de la Secretaría Nacional de Planificación y Desarrollo (SENPLADES), en aspectos relacionados con el establecimiento de  siete zonas de desarrollo rural territorial de la Agencia de Aseguramiento de la Calidad del Agro (AGROCALIDAD).",https://www.ecolex.org/details/legislation/resolucion-no-44-modifica-el-decreto-no-878-que-establece-el-sistema-nacional-de-planificacion-snp-lex-faoc103274/?type=legislation&xsubjects=Mineral+resources&page=1588,Agricultural & rural development, Regulation,"Institution,Agricultural development,Policy/planning,Food sovereignty","Amazonia, Americas, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, South America, South-Eastern Pacific",,ECOLEX_Legislation
"Rural Development and Land Reform General Amendment Act, 2011 (No. 4 of 2011).",2011.0,South Africa,"This Act amends existing legislation by giving new definitions of ""Minister"" and other public bodies and officers and by updating certain other provisions.",https://www.ecolex.org/details/legislation/rural-development-and-land-reform-general-amendment-act-2011-no-4-of-2011-lex-faoc104418/?type=legislation&xsubjects=Mineral+resources&page=1588,Land & soil, Legislation,"Land tenure,Cadastre/land registration,Common property,Lease,Institution,Survey/mapping","Africa, AFRICA FAO, South Atlantic, Southern Africa",,ECOLEX_Legislation
"Arrêté du ministre de l’industrie et de la technologie du 12 mai 2011, portant approbation du cahier des charges relatif aux conditions techniques de raccordement et d'évacuation de l'énergie électrique des installations de cogénération et d'énergies renouvelables sur le réseau électrique national.",2011.0,Tunisia,"Le  cahier des charges, approuvé par le présent arrête, fixe les conditions techniques de raccordement et d'évacuation de l'énergie électrique produite à partir des installations de cogénération et d'énergies renouvelables sur le réseau national électrique de haute et de moyenne tension en application des dispositions de l'article 4 du décret n° 2002 - 3232 du 3 décembre 2002 relatif à la cogénération, tel que modifié et complétée par le décret n° 2009-3377 du 2 novembre 2009 et de l'article 3 du décret n° 2009-2773 du 28 septembre 2009 fixant les conditions de transport de l'électricité produite à partir des énergies renouvelables et de la vente de ses excédents à la société tunisienne de l'électricité et du gaz (STEG).",https://www.ecolex.org/details/legislation/arrete-du-ministre-de-lindustrie-et-de-la-technologie-du-12-mai-2011-portant-approbation-du-cahier-des-charges-relatif-aux-conditions-techniques-de-raccordement-et-devacuation-de-lenergie-electrique-des-installations-de-cogeneration-et-denergies-renouvelables-sur-le-reseau-electrique-national-lex-faoc107215/?type=legislation&xsubjects=Mineral+resources&page=1588,Energy, Regulation,"Energy conservation/energy production,Renewable energy,Transport/storage","Africa, Mediterranean, NEAR EAST AND NORTH AFRICA, Northern Africa",,ECOLEX_Legislation
Loi instituant un Fonds cantonal de l’énergie.,2011.0,Switzerland,"La présente loi met en exécution la loi sur l’énergie du 9 juin 2000 e le règlement sur l’énergie du 5 mars 2001. L’article 1er de la loi susvisée établit qu’il est institué un Fonds cantonal de l’énergie. Notamment, le Fonds a pour but d’encourager l’utilisation économe et rationnelle de toute énergie ainsi que le recours aux énergies renouvelables, en application de la loi sur l’énergie. Le texte comprend 8 articles.",https://www.ecolex.org/details/legislation/loi-instituant-un-fonds-cantonal-de-lenergie-lex-faoc113069/?type=legislation&xsubjects=Mineral+resources&page=1588,Energy, Legislation,"Energy conservation/energy production,Institution,Renewable energy","Alps, Europe, EUROPE AND CENTRAL ASIA, North-East Atlantic, Western Europe",La présente loi entre en vigueur le 1er juillet 2011.,ECOLEX_Legislation
Regulation on the changes to the boundaries of the maritime domain in order to build the state road D-404.,2011.0,Croatia,"This Regulation prescribes all necessary changes to the boundaries of the maritime domain and related land parcels nearby the sea that are geographically representing a obstacle to the future construction and use of the state road (code D-404) location Brajdica, according to the location permit issued by the Ministry of Environmental Protection.",https://www.ecolex.org/details/legislation/regulation-on-the-changes-to-the-boundaries-of-the-maritime-domain-in-order-to-build-the-state-road-d-404-lex-faoc118591/?type=legislation&xsubjects=Mineral+resources&page=1588,"Environment gen., Sea", Regulation,"Environmental planning,Maritime zone","Europe, EUROPE AND CENTRAL ASIA, Mediterranean, Southern Europe",This Regulation enters into force on the day of its publication in the Official Gazette.,ECOLEX_Legislation
"Law No. XI-1375 ""On energy based on renewable sources"".",2011.0,Lithuania,"This Law establishes legal grounds for state governance and regulation of energy based on renewable resources, supervision and control in this sector, and also establishes state rules of operation of energy distribution networks that are generating energy from renewable sources. Hydropower is the energy of the impounded water and/or flowing water used to produce electricity. Hydrothermal energy - thermal energy accumulated in surface water. The scope of this Law shall be to ensure coordinated development of utilization of renewable energy sources, stimulation of development and introduction of new technologies with the consideration of legal interests and rights of consumers related to accessibility, suitability and sufficient avaiability of renewable energy resources. Incentives for the use of renewable energy sources shall be listed as follows: (a) fixed tariff rates; (b) purchase of energy generated from renewable sources; (c) compensation of networking of renewable energy resources equipment; (d) preferential distribution of energy generated from renewable energy sources; and (e) mandatory utilization of renewable energy sources and use of biofuels.",https://www.ecolex.org/details/legislation/law-no-xi-1375-on-energy-based-on-renewable-sources-lex-faoc138452/?type=legislation&xsubjects=Mineral+resources&page=1588,"Energy, Water", Legislation,"Renewable energy,Energy conservation/energy production,Hydropower generation,Biofuel,Subsidy/incentive,Basic legislation,Sustainable use","Europe, EUROPE AND CENTRAL ASIA, European Union Countries, Northern Europe",This Law enters into force on the date of its official publication.,ECOLEX_Legislation
Resolución Nº 003-2011-OEFA ─ Reglamento del Procedimiento Administrativo Sancionador del Organismo de Evaluación y Fiscalización Ambiental (OEFA).,2011.0,Peru,"La presente Resolución aprueba el Reglamento del Procedimiento Administrativo Sancionador del Organismo de Evaluación y Fiscalización Ambiental (OEFA), que tiene por objeto establecer el procedimiento a seguir para determinar la responsabilidad administrativa por la comisión de infracciones y de ser el caso, proceder a la imposición de sanciones, así como la adopción de medidas cautelares, correctivas y preventivas en el marco de competencia de la OEFA.",https://www.ecolex.org/details/legislation/resolucion-no-003-2011-oefa-reglamento-del-procedimiento-administrativo-sancionador-del-organismo-de-evaluacion-y-fiscalizacion-ambiental-oefa-lex-faoc118233/?type=legislation&xsubjects=Mineral+resources&page=1588,Environment gen., Regulation,"Institution,Ecosystem preservation,Environmental audit,EIA,Legal proceedings/administrative proceedings,Environmental planning,Inspection,Offences/penalties,Polluter pays principle","Amazonia, Americas, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, South America, South-Eastern Pacific",,ECOLEX_Legislation
"Regional Law No. 121-ZO ""On allotment of land parcels free of charge to some categories of citizens for individual construction and subsidiary smallholding"".",2011.0,Russian Federation,"This Regional Law establishes cases of allotment of public and municipal land parcels free of charge to natural persons for individual housing construction and smallholding to the following categories of citizens: (a) citizens with three or more children under 18 years of age; (b) young families, and single parents of maximum 35 years of age; (c) persons in need of improvement of housing conditions. Allotment of land parcels free of charge to the aforesaid categories shall be performed once-only.",https://www.ecolex.org/details/legislation/regional-law-no-121-zo-on-allotment-of-land-parcels-free-of-charge-to-some-categories-of-citizens-for-individual-construction-and-subsidiary-smallholding-lex-faoc160500/?type=legislation&xsubjects=Mineral+resources&page=1588,"Agricultural & rural development, Land & soil", Legislation,"Agricultural land,Smallholders/peasants,Public land,Ownership","Arctic, ASIA AND THE PACIFIC, Black Sea, Caspian Sea, CIS (Commonwealth of Independent States), Eastern Europe, Europe, EUROPE AND CENTRAL ASIA, North Pacific, North-West Pacific",This Regional Law enters into force 10 days after the date of its official publication.,ECOLEX_Legislation
"Regulation on detailed conditions for support of rural development measures, acceptable costs and the amount of support for eligible costs for individual measures.",2011.0,North Macedonia,"This Regulation prescribes the additional direct conditions regarding the support from already established rural development measures, including the calculation and limits of affordable costs and amount of support for each user (individual measures).",https://www.ecolex.org/details/legislation/regulation-on-detailed-conditions-for-support-of-rural-development-measures-acceptable-costs-and-the-amount-of-support-for-eligible-costs-for-individual-measures-lex-faoc177118/?type=legislation&xsubjects=Mineral+resources&page=1588,Agricultural & rural development, Regulation,"Rural employment,Subsidy/incentive,Agricultural development","Europe, EUROPE AND CENTRAL ASIA, Landlocked Developing Countries, Southern Europe",This Regulation enters into force on the day after its publication in the Official Gazette.,ECOLEX_Legislation
Regulation on supervision over the development of forest economic bases.,2011.0,Bosnia and Herzegovina,"This Regulation, based on the provisions of the Forest Law (Republika Srpska), prescribes rules regarding the supervision over the development of forest economic bases (a set of issues and planning document contents related to forest use and management in a sustainable and profitable manner), aimed for both state and private forests. This kind of supervision shall be conducted by the national Forest Agency. Forest-economic planning documents are projects assignment for preparation of forest-economy basis, which include classification of forests and forest land, spatial and technical rules and detailed indications on necessary forest-use economy management).",https://www.ecolex.org/details/legislation/regulation-on-supervision-over-the-development-of-forest-economic-bases-lex-faoc206009/?type=legislation&xsubjects=Mineral+resources&page=1588,"Forestry, Land & soil", Regulation,"Forest management/forest conservation,Research,Monitoring,Private forest,Public forest,Policy/planning,Land-use planning","Europe, EUROPE AND CENTRAL ASIA, Mediterranean, Southern Europe",This text entered into force eight days after its publication in the Official Gazette (published on 1 June 2011).,ECOLEX_Legislation
Operational Manual Guyana REDD+ Investment Fund (GRIF).,2011.0,Guyana,"This Operations Manual lays down the operating principles, guidelines and procedures for the day-to-day operations of the Guyana REDD+ Investment Fund. Moreover, GRIF will finance projects that support the implementation of Guyana’s Low Carbon Development Strategy, including investment in low carbon economic infrastructure and sectors including large-scale agriculture, aquaculture, and ecotourism; investment in development and new economic opportunities for Amerindian communities; capacity building through education and training; employment generation and providing economic opportunities to small businesses and vulnerable groups; institutional capacity building; and reforming existing forest-dependent sectors in consistency with Guyana’s low carbon vision.",https://www.ecolex.org/details/legislation/operational-manual-guyana-redd-investment-fund-grif-lex-faoc204621/?type=legislation&xsubjects=Mineral+resources&page=1588,"Agricultural & rural development, Environment gen., Fisheries, Forestry", Miscellaneous,"Business/industry/corporations,Smallholders/peasants,Air quality/air pollution,Climate change,Emissions,Tourism,Pollution control,Aquaculture,Forest management/forest conservation,Special fund,Capacity building,Education,Institution,Indigenous peoples","Amazonia, Americas, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, North Atlantic, Small Island Developing States, South America",,ECOLEX_Legislation
"Ley Nº 29683 - Precisa el alcance del Decreto Legislativo Nº 85, Ley General de Cooperativas. Texto Único Ordenado.",2011.0,Peru,"La presente Ley precisa el alcance de la Ley General de Cooperativas, en relación a la aplicación a las cooperativas del impuesto general a las venta (IGV).",https://www.ecolex.org/details/legislation/ley-no-29683-precisa-el-alcance-del-decreto-legislativo-no-85-ley-general-de-cooperativas-texto-unico-ordenado-lex-faoc102794/?type=legislation&xsubjects=Mineral+resources&page=1588,Agricultural & rural development, Legislation,"Agricultural development,Institution,Cooperative/producer organization,Capacity building,Legal proceedings/administrative proceedings,Subsidy/incentive","Amazonia, Americas, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, South America, South-Eastern Pacific",,ECOLEX_Legislation
Decreto Supremo Nº 023-2011-EM ─ Procedimiento para la aplicación del derecho de consulta a los pueblos indígenas para las actividades minero energéticas.,2011.0,Peru,"El presente Decreto aprueba el Procedimientos para la aplicación del derecho de consulta a los pueblos indígenas para las actividades minero energéticas, con la finalidad de llegar a un acuerdo con los pueblos indígenas sobre las medidas del sector minero energético susceptibles de afectarlos directamente.",https://www.ecolex.org/details/legislation/decreto-supremo-no-023-2011-em-procedimiento-para-la-aplicacion-del-derecho-de-consulta-a-los-pueblos-indigenas-para-las-actividades-minero-energeticas-lex-faoc102733/?type=legislation&xsubjects=Mineral+resources&page=1588,"Environment gen., Mineral resources", Regulation,"Community management,Capacity building,Mining,Concession,Dispute settlement,Protected area,Environmental standards,Exploration,Oil,Access right","Amazonia, Americas, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, South America, South-Eastern Pacific",,ECOLEX_Legislation
Acuerdo Nº 42 - Control y manejo de plantaciones abandonadas.,2011.0,Ecuador,"El presente Acuerdo establece de manera obligatoria el control y manejo de plantaciones abandonadas, presumiendo que una plantación se encuentra abandonada cuando la persona natural o jurídica que haya obtenido el certificado de registro como productor o productor-exportador no lo haya renovado.",https://www.ecolex.org/details/legislation/acuerdo-no-42-control-y-manejo-de-plantaciones-abandonadas-lex-faoc103503/?type=legislation&xsubjects=Mineral+resources&page=1588,"Land & soil, Cultivated plants", Regulation,"Soil conservation/soil improvement,Soil rehabilitation,Abandoned land/unoccupied land,Plant production,Plant protection,Inspection","Amazonia, Americas, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, South America, South-Eastern Pacific",,ECOLEX_Legislation
"Ley Nº 764 - Modifica la Ley Nº 663, Ley del Sistema de Sociedades de Garantías Recíprocas para las Micro, Pequeña y Mediana Empresa.",2011.0,Nicaragua,"La presente Ley modifica la Ley de Sociedades de Garantías Recíprocas tiene como objeto regular la creación, operación y funcionamiento del Sistema de Sociedades de Garantías Recíprocas con el fin de facilitar a las micro, pequeña y mediana empresas (MIPYMEs), respecto a la integración del órgano regulador.",https://www.ecolex.org/details/legislation/ley-no-764-modifica-la-ley-no-663-ley-del-sistema-de-sociedades-de-garantias-reciprocas-para-las-micro-pequena-y-mediana-empresa-lex-faoc114363/?type=legislation&xsubjects=Mineral+resources&page=1588,Agricultural & rural development, Legislation,"Agricultural development,Financial agricultural measures,Institution,Legal proceedings/administrative proceedings,Extension,Capacity building,Non-governmental entity,Business/industry/corporations","Americas, Central America, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, North-East Pacific",,ECOLEX_Legislation
Ley Nº 757 - Ley de trato digno y equitativo a pueblos indígenas y afro-descendientes.,2011.0,Nicaragua,"La presente Ley tiene por objeto regular y garantizar el trato justo e igualitario a los Pueblos Indígenas y Afro-descendientes de la Costa Caribe y Alto Wangki de Nicaragua, así como a los Pueblos Indígenas del Centro, Norte y Pacífico de Nicaragua, en materia de oportunidades y acceso al trabajo en el sector público, privado y organismos no gubernamentales, con todos los derechos, garantías y beneficios que establecen las leyes laborales, convenios internacionales suscritos y ratificados y demás disposiciones relacionadas.",https://www.ecolex.org/details/legislation/ley-no-757-ley-de-trato-digno-y-equitativo-a-pueblos-indigenas-y-afro-descendientes-lex-faoc114360/?type=legislation&xsubjects=Mineral+resources&page=1588,"Agricultural & rural development, Food & nutrition", Legislation,"Agricultural development,Cultural heritage,Extension,Indigenous peoples,Community management,Right to food,Human rights","Americas, Central America, East Pacific, Latin America and the Caribbean, LATIN AMERICA AND THE CARIBBEAN FAO, North-East Pacific",,ECOLEX_Legislation
Order No. 25-2-02/249 validating the Regulation on aerial surveillance for conservation and protection of forest fund.,2011.0,Kazakhstan,"This Order establishes that aerial surveillance for conservation and protection of forest fund shall be an integral part of complex arrangements for protection against forest fires, forest pests and diseases, and it shall be organized and carried out by the territorial branches of the authorized forest institution, owners of the forest fund and forest managers. Aerial surveillance for conservation and protection of forest fund shall include the following arrangements: (a) preventive arrangements for conservation and protection of forests and protected areas against forest fires, forest pests and forest offences; (b) aerial extinguishing of forest fires; (c) identification and prevention of offences related to vegetable and animal kingdom and protected areas; (d) supervision over sanitary state of forests and aerial application of chemicals for combating forest pests and diseases; (e) information and propaganda among the population.",https://www.ecolex.org/details/legislation/order-no-25-2-02249-validating-the-regulation-on-aerial-surveillance-for-conservation-and-protection-of-forest-fund-lex-faoc106879/?type=legislation&xsubjects=Mineral+resources&page=1588,Forestry, Regulation,"Forest fires,Public forest,Protected area,Forest management/forest conservation,Pests/diseases,Offences/penalties","Aral Sea, Caspian Sea, Central Asia, CIS (Commonwealth of Independent States), EUROPE AND CENTRAL ASIA, Landlocked Developing Countries, North Asia",,ECOLEX_Legislation
